Year,Country,Traffic Index Rank,Traffic Index,Time Index (in minutes),Time Exp. Index,Inefficiency Index,CO2 Emission Index
2015.06,Bosnia And Herzegovina,57,75.21,22.44,22.44,41.63,1729
2015.06,Norway,58,74.54,25.03,25.03,42.5,1443.16
2015.06,Austria,59,71,28.9,69.33,49.04,716.5
2016.01,Egypt,1,249.5,50.85,6957.86,293.47,9626.05
2016.01,Iran,2,221.57,48.15,5165.22,222.27,7506.88
2016.01,Russia,3,209.12,49.13,5781.35,210.21,4823.24
2016.01,Turkey,4,208.02,48.05,5110.57,217.29,5437.5
2016.01,South Africa,5,207.99,43.18,2698.83,223.01,9589.1
2016.01,Philippines,6,207.82,45.97,3960.55,242.66,6945.29
2016.01,Thailand,7,206.01,43.09,2663.19,280.6,8942.12
2016.01,India,8,201.08,45.98,3964.01,225.21,5948.79
2016.01,Brazil,9,197.86,46.12,4036.07,230.65,5331.7
2016.01,Indonesia,10,182.92,41.4,2048.48,225.16,6600.96
2016.01,China,11,181.08,44.09,3076.44,183.64,4619.63
2016.01,Japan,12,177.3,48.35,5290.18,182.63,1823.19
2016.01,Argentina,13,176.66,42.36,2383.6,156.54,5323.92
2016.01,Malaysia,14,175.9,39.77,1548.23,194.04,6865.02
2016.01,Hong Kong,15,172.98,46.4,4181.06,170.78,2386.4
2016.01,Saudi Arabia,16,171.32,38.7,1268.76,199.23,6870.13
2016.01,Colombia,17,167.79,44.24,3141.52,162.58,2997.58
2016.01,Singapore,18,165.24,43.43,2799.36,169.8,3121.53
2016.01,Mexico,19,162.01,37.06,907.09,181.52,6619.35
2016.01,Qatar,20,156.55,33.56,376.39,133.46,8470.62
2016.01,Pakistan,21,155.34,36.85,865.33,157.93,5853.46
2016.01,North Macedonia,22,154.07,40.68,1817.34,176.88,3300.95
2016.01,Israel,23,153.78,37.76,1052.12,154.73,5061.1
2016.01,Canada,24,153.64,37.79,1058.27,190.44,4833.32
2016.01,Ukraine,25,152.91,39.95,1599.76,161.44,3630.75
2016.01,United Arab Emirates,26,152.21,33.69,391.07,191.15,7209.78
2016.01,United States,27,145.2,33.35,353.7,173.59,6378.52
2016.01,Italy,28,143.28,36.49,798.89,162.32,4327.28
2016.01,Netherlands,29,142.2,35.51,633.65,258.41,4282.85
2016.01,Belgium,30,141.86,36.19,746,183.94,4198.47
2016.01,Vietnam,31,137.62,36.55,809.11,143.58,3677.64
2016.01,Australia,32,137.23,34.65,509.62,141.45,4638.92
2016.01,United Kingdom,33,132.1,35.53,637.29,167.7,3407.72
2016.01,Poland,34,122.76,34.51,490.93,117.89,3050.26
2016.01,New Zealand,35,119.83,31.1,167.33,158.03,3997.9
2016.01,Spain,36,115.8,30.52,134.24,142.02,3817.16
2016.01,Ireland,37,115.79,32.31,255.08,138.59,3106.41
2016.01,Romania,38,115.29,33.29,347.01,126.24,2717.93
2016.01,Chile,39,114.5,33.81,404.19,89.36,2615.05
2016.01,Portugal,40,113.36,30.56,136.65,118.55,3625.95
2016.01,Greece,41,108.84,29.09,75.1,123.35,3597.42
2016.01,France,42,108.63,31.98,229.02,92.04,2695.81
2016.01,Lithuania,43,106.53,30.24,120.47,125.11,2929.68
2016.01,Hungary,44,105.9,31.78,213.38,110.22,2402.84
2016.01,Croatia,45,105.59,30.03,110.82,110.68,2971.58
2016.01,Finland,46,103.33,32.89,307.55,103.56,1825.08
2016.01,Sweden,47,102.19,32.05,234.08,107.22,1979.41
2016.01,Slovenia,48,101.91,25,25,149.71,3560.52
2016.01,Norway,49,101.37,29.48,88.35,135.69,2585.39
2016.01,Czech Republic,50,100.93,32.48,270.14,89.09,1812.41
2016.01,Bulgaria,51,93.44,28.66,62.65,109.45,2153.45
2016.01,Serbia,52,93.22,28.37,55.44,105.01,2224.54
2016.01,South Korea,53,93.18,30.93,157.45,81.49,1653.82
2016.01,Switzerland,54,90.3,28.73,64.59,118.94,1816.89
2016.01,Germany,55,87.46,29.07,74.51,101.45,1574.73
2016.01,Denmark,56,83.8,25.64,25.94,88.75,1904.36
2016.01,Bosnia And Herzegovina,57,82.17,23.41,23.41,45.22,2226.97
2016.01,Austria,58,69.36,26.79,31.62,45.25,913.64
2016.06,Egypt,1,247.12,51.02,7083.96,286.99,9024
2016.06,Iran,2,226.58,49.17,5806.93,226.85,7420.34
2016.06,Jordan,3,220.72,47.22,4628.09,257.97,7993.11
2016.06,Indonesia,4,214.58,47.27,4656.5,263.75,6860
2016.06,Turkey,5,213,48.99,5687.22,228.52,5399.88
2016.06,South Africa,6,209.62,43.35,2765.85,232.83,9687
2016.06,Thailand,7,203.96,43.45,2804.86,256.76,8376.81
2016.06,Brazil,8,203.29,47.17,4600.51,237.71,5310.15
2016.06,Russia,9,202.93,48.41,5323.4,208.82,4503.88
2016.06,Philippines,10,199.66,44.55,3278.51,232.59,6822.9
2016.06,India,11,195.43,45.07,3517.79,222.95,5793.58
2016.06,China,12,181.5,44.73,3360.99,187.76,4236.32
2016.06,Malaysia,13,174.89,39.33,1430.17,187.15,7065.92
2016.06,Mexico,14,171.72,38.9,1318.06,205.06,6756.49
2016.06,Japan,15,170.11,47.37,4712.07,181.32,1650.52
2016.06,Colombia,16,169.84,44.95,3463.81,200.71,2690.23
2016.06,Argentina,17,161.37,39.09,1367.86,158,5288.32
2016.06,Pakistan,18,159.83,38.76,1282.92,160.85,5266.36
2016.06,Saudi Arabia,19,159.07,36.61,820.09,184.49,6438.79
2016.06,Hong Kong,20,158.6,43.94,3010.42,184.16,2136.36
2016.06,Israel,21,155.06,38.04,1113.61,157.82,5053.52
2016.06,United Arab Emirates,22,154.99,33.8,403.54,194.83,7592.78
2016.06,Singapore,23,154.81,42.15,2305.88,160.81,2700.1
2016.06,Canada,24,153.23,37.25,944.14,190.58,5104.68
2016.06,Ukraine,25,150.72,39.55,1487.05,151.45,3636.36
2016.06,United States,26,149.5,33.87,411.45,181.74,6701.59
2016.06,Qatar,27,148.9,31.96,226.88,131.93,8170.96
2016.06,Australia,28,147.49,35.82,683.08,168.08,5267.01
2016.06,Italy,29,144.36,36.94,883.75,161.46,4222.55
2016.06,Belgium,30,143.37,37.3,954.93,170.51,3858.18
2016.06,Ireland,31,134.41,35.58,645.64,163.24,3677.02
2016.06,Netherlands,32,132.08,33.8,403.4,234.15,3955.24
2016.06,Taiwan,33,131.89,33.57,376.69,192.75,4228.78
2016.06,United Kingdom,34,127.77,34.35,469.67,164.73,3471.18
2016.06,North Macedonia,35,126.84,35.35,609,159.85,2935.04
2016.06,Poland,36,124.12,34.74,521.51,117.79,3101.53
2016.06,Vietnam,37,124.03,33.79,402.3,130.55,3452
2016.06,Chile,38,121.84,35.68,660.36,108.47,2504.71
2016.06,Slovakia,39,120.62,32.17,243.51,282.98,3138.67
2016.06,France,40,116.73,33.58,378.43,99.37,2886.43
2016.06,Spain,41,114.66,30.8,149.61,135.3,3600.11
2016.06,Portugal,42,112.55,30.13,115.42,120.61,3683.45
2016.06,Greece,43,111.67,29.62,93.59,121.81,3762.53
2016.06,Slovenia,44,110.04,28.37,55.56,158.95,3795.33
2016.06,New Zealand,45,109.85,28.51,58.86,143.98,3803.13
2016.06,Finland,46,109.11,33.77,399.19,106.75,2027.66
2016.06,Romania,47,108.22,32.08,236.69,115.68,2499.62
2016.06,Belarus,48,104.15,27.36,37.73,76.04,3834
2016.06,South Korea,49,103.15,33.27,344.88,99.65,1707.95
2016.06,Croatia,50,101.87,29.42,86.06,105.1,2800.81
2016.06,Lithuania,51,101.12,29.17,77.56,110.69,2769.28
2016.06,Hungary,52,100.48,31.09,166.92,102.56,2147.96
2016.06,Sweden,53,99.96,31,161.39,105.02,2116.5
2016.06,Norway,54,99.27,28.86,68.25,130.01,2575.45
2016.06,Germany,55,97.03,31.21,174.32,110.79,1771.92
2016.06,Czech Republic,56,96.04,31.22,174.88,80.52,1816.92
2016.06,Serbia,57,94.07,27.87,45.43,102.64,2433.01
2016.06,Bulgaria,58,91.58,27.54,40.1,102.22,2265.78
2016.06,Switzerland,59,85.45,27.37,37.82,112.45,1708.1
2016.06,Denmark,60,84.36,28.03,48.34,91.78,1583.94
2016.06,Austria,61,81.18,28.98,71.63,105.36,1120.33
2016.06,Bosnia And Herzegovina,62,80.97,23.55,23.55,43.81,2111.35
2016.06,Estonia,63,66.22,22.33,22.33,43.28,1061.56
2017.01,Egypt,1,235.07,48.84,5593.66,286.19,8935.25
2017.01,Iran,2,234.34,49.7,6157.21,243.67,8200.3
2017.01,Indonesia,3,226.48,49.44,5983.34,270.77,6927.33
2017.01,Jordan,4,221.35,47.76,4937.39,251.68,7649.24
2017.01,South Africa,5,208.19,42.98,2619.5,229.47,9777.29
2017.01,Turkey,6,207.36,47.58,4828.84,229.37,5647.06
2017.01,Venezuela,7,206.49,46.24,4094.96,214.47,6661.76
2017.01,Thailand,8,204.83,43.56,2851.85,256.33,8438.25
2017.01,India,9,204.69,46.38,4172.18,239.02,6124.35
2017.01,Russia,10,203.27,48.57,5424.79,204.96,4452.81
2017.01,Brazil,11,202.55,46.39,4177.04,237.85,5792.16
2017.01,Philippines,12,202.16,45.14,3549.12,234.58,6745.11
2017.01,Sri Lanka,13,197.2,47.19,4610.29,225.59,4501.05
2017.01,Mexico,14,186.7,41.66,2135.73,224.93,7026.7
2017.01,China,15,177.45,43.87,2979.14,185.25,4276
2017.01,Malaysia,16,175.17,39.4,1447.25,186.01,7071.8
2017.01,Colombia,17,168.47,43.77,2937.78,196.87,3188.57
2017.01,Panama,18,164.36,36.18,744.38,166.27,7743.18
2017.01,Japan,19,164.04,46.81,4399.1,167.95,1440.15
2017.01,Lebanon,20,162.78,36.15,738.88,157.05,7554.4
2017.01,United Arab Emirates,21,161.77,35.05,565.01,198.76,7895.27
2017.01,Singapore,22,159.72,43.39,2782.9,169.9,2554.54
2017.01,Saudi Arabia,23,156.57,36.31,767.45,173.92,6298.43
2017.01,Pakistan,24,156.46,38.69,1266.31,167.09,4796.44
2017.01,United States,25,156.01,34.58,499.64,199.51,7216.77
2017.01,Argentina,26,151.95,37.95,1092.75,149.42,4722.3
2017.01,Qatar,27,151.56,32.97,315.22,130.62,7993.14
2017.01,Canada,28,149.56,36.24,754.76,181.64,5236.82
2017.01,Ukraine,29,147.81,39.16,1384.85,145.99,3523.36
2017.01,Israel,30,147.44,36.52,803.96,152.28,4932.17
2017.01,Hong Kong,31,146.09,42.22,2332.31,168.88,1813.17
2017.01,Australia,32,145.16,34.73,519.74,167.55,5579.23
2017.01,Italy,33,141.97,36.38,778.78,160.26,4228.66
2017.01,Slovakia,34,141.34,36.03,718.6,291.46,3774.06
2017.01,Belgium,35,139.61,36.26,758.63,175.18,3914.33
2017.01,United Kingdom,36,130.7,34.6,502.14,164.17,3705.96
2017.01,France,37,129.97,35.81,681.37,128.9,3216.04
2017.01,Ireland,38,129.79,35.01,558.6,152.85,3455.95
2017.01,Netherlands,39,127.73,33.9,414.35,222.17,3430.52
2017.01,Taiwan,40,127.32,32.69,288.63,181.08,4119.38
2017.01,Chile,41,123.57,35.7,664.42,106.95,2678.27
2017.01,Spain,42,121.21,32.63,282.84,147.5,3554.31
2017.01,North Macedonia,43,121.04,33.79,402.3,146.65,3034.07
2017.01,Greece,44,120.69,31.6,200.81,133.09,4017.28
2017.01,Poland,45,120.26,34.55,495.98,112.82,2789.19
2017.01,Vietnam,46,119.5,33,318.01,122.67,3316.8
2017.01,New Zealand,47,115.62,30.23,119.98,141.62,3910.41
2017.01,Portugal,48,114.4,30.44,130.15,113.04,3834.55
2017.01,Hungary,49,113.19,33.09,327.11,111.83,2645.53
2017.01,Finland,50,111.43,34.92,545.9,109.63,1821.53
2017.01,Norway,51,110.98,31.32,181.27,143.06,2941.93
2017.01,Romania,52,108.9,31.97,227.9,111.36,2629.54
2017.01,Belarus,53,108,27.66,41.87,76.87,4238.55
2017.01,South Korea,54,105.46,34.18,448.73,98.08,1615.62
2017.01,Croatia,55,102.55,28.45,57.52,98.74,3201.08
2017.01,Czech Republic,56,102.5,31.98,228.77,82.28,2145.96
2017.01,Slovenia,57,102.04,26.48,29.41,145.81,3370.73
2017.01,Sweden,58,102.03,31.6,200.55,102.1,2131.23
2017.01,Serbia,59,101.94,29.93,106.35,127.7,2539.98
2017.01,Latvia,60,101.68,28.95,70.94,109.35,2899.73
2017.01,Lithuania,61,99.32,28,47.81,101.35,2952.67
2017.01,Germany,62,95.92,30.55,136.17,106.38,1882.46
2017.01,Bulgaria,63,94.9,27.92,46.35,97.17,2531.84
2017.01,Kazakhstan,64,93.84,28.5,58.63,60.72,2488.89
2017.01,Bosnia And Herzegovina,65,89.73,26.63,30.39,60.5,2480.63
2017.01,Cyprus,66,85.34,20.32,20.32,47.62,2873.86
2017.01,Switzerland,67,84.87,28.3,54.05,104.13,1521.57
2017.01,Denmark,68,83.64,28.42,56.68,101.97,1413.53
2017.01,Estonia,69,81.51,26.71,31.04,75.19,1644.57
2017.01,Austria,70,76.94,26.27,28.17,89.43,1289.32
2017.06,Iran,1,232.37,50.17,6475.92,237.53,7450.91
2017.06,Egypt,2,227.31,47.6,4841.13,284.84,8697.2
2017.06,Russia,3,210.54,49.5,6022.85,212.28,4741.39
2017.06,South Africa,4,209.64,43.03,2638.99,240,9949.98
2017.06,India,5,205.31,46.61,4292.37,238.94,6041.91
2017.06,Brazil,6,202.99,46.21,4080.91,242.01,5982.59
2017.06,Turkey,7,199.67,46.16,4057.3,220.85,5617.49
2017.06,Colombia,8,191.43,47.06,4535.14,237.28,3798.06
2017.06,Philippines,9,190.57,43.42,2793.79,224.1,6293
2017.06,Thailand,10,189.76,41.09,1946.17,240.88,7926.45
2017.06,Indonesia,11,181.03,41.73,2158.81,233.04,6017.39
2017.06,Mexico,12,177.92,39.84,1568.6,210.34,7051.7
2017.06,China,13,175.38,43.43,2799.77,178.97,4310.83
2017.06,United Arab Emirates,14,173.84,37.17,929.54,249.47,8169.71
2017.06,Singapore,15,172.24,45.35,3651.84,175.98,2829.14
2017.06,Malaysia,16,164.72,37.06,907.78,175.26,7104.75
2017.06,Pakistan,17,163.3,40.07,1634.99,190.42,4759.7
2017.06,Qatar,18,160.86,34.49,487.61,145.05,8510.24
2017.06,United States,19,157.69,34.78,526.76,208.57,7313.75
2017.06,Argentina,20,155.56,38.89,1314.87,153.43,4627.33
2017.06,Japan,21,154.8,45.2,3578.58,164.31,1366.38
2017.06,Saudi Arabia,22,151.01,34.98,555.31,166.07,6332.58
2017.06,Canada,23,148.66,36,713.2,181.05,5255.75
2017.06,Australia,24,148.45,35.71,666.32,173.95,5436.5
2017.06,Ukraine,25,146.21,38.5,1220.36,140.55,3710.89
2017.06,Ireland,26,144.21,37,896,178.63,4083.6
2017.06,Israel,27,143.56,35.52,635.41,143.48,5020.1
2017.06,Hong Kong,28,140.99,41.33,2025.05,162.53,1755.88
2017.06,Italy,29,139.91,36.21,749.91,162.88,4038.03
2017.06,Taiwan,30,138.42,35.82,683.53,185.41,3949.28
2017.06,New Zealand,31,135.53,33.57,376.73,187.7,4740.75
2017.06,United Kingdom,32,134.87,35.45,625.38,169.27,3769.59
2017.06,Belgium,33,130.43,34.72,517.99,164.52,3615.85
2017.06,Chile,34,130.01,36.1,729.48,114.8,3157.52
2017.06,Slovakia,35,128.73,33.68,389.65,255.47,3519.64
2017.06,Netherlands,36,123.77,32.83,301.41,212.59,3481.55
2017.06,France,37,123.65,34.83,533.17,123.85,2981.58
2017.06,Vietnam,38,120.88,33.12,329.8,128.08,3396.38
2017.06,Poland,39,120.24,34.12,440.99,113,2969.6
2017.06,Greece,40,116.86,31.05,164.22,127.96,3805.44
2017.06,Spain,41,116.71,32.12,239.73,140.27,3279.62
2017.06,Portugal,42,115.79,31.12,168.49,120.47,3686.47
2017.06,Hungary,43,113.8,33.45,364.34,110.78,2574.28
2017.06,Romania,44,111.92,32.49,270.47,110.51,2753.95
2017.06,South Korea,45,111.31,35.96,706.7,107.64,1473.68
2017.06,Norway,46,106.83,30.64,140.94,137.87,2764.27
2017.06,Finland,47,106,33.87,411.37,106.52,1724.49
2017.06,Croatia,48,104.3,29.36,84,99.08,3116.21
2017.06,Czech Republic,49,100.21,31.35,183.44,81.64,2141.5
2017.06,Slovenia,50,99.63,26.51,29.6,140.1,3117.95
2017.06,Serbia,51,99.57,29.26,80.74,120.44,2534.87
2017.06,Sweden,52,99.52,30.2,118.45,101.87,2337.09
2017.06,Bulgaria,53,98.29,29.13,76.48,97.59,2553.13
2017.06,Germany,54,97.02,30.66,141.89,112.23,1923.49
2017.06,Lithuania,55,95.08,27.03,33.92,94.54,2756.3
2017.06,Switzerland,56,87.69,28.87,68.4,105.02,1624.25
2017.06,Denmark,57,82.62,28.6,61.03,96.64,1323.23
2017.06,Austria,58,78.32,27.1,34.61,87.5,1294.58
2018.01,Iran,1,225.84,49.46,5995.69,234.69,6993.82
2018.01,Egypt,2,221.38,46.69,4334.53,279.85,8487.57
2018.01,South Africa,3,211.66,43.26,2728.39,257.95,10021.52
2018.01,India,4,205.7,46.76,4375.6,240.81,5970.97
2018.01,Russia,5,202.23,48.26,5234.44,206.64,4521.6
2018.01,Turkey,6,200.09,46.29,4122,218.74,5596.05
2018.01,Brazil,7,195.8,45.27,3614.13,220.45,5710.44
2018.01,Colombia,8,195.11,48.1,5137.02,231.15,3615.71
2018.01,Philippines,9,194.41,44.24,3140.31,232.63,6221.95
2018.01,Mexico,10,189.49,42.03,2264.35,226.42,7195.8
2018.01,Indonesia,11,188.05,42.75,2528.48,230.16,6375.12
2018.01,Singapore,12,177.62,45.99,3968.09,191.45,3003.1
2018.01,Thailand,13,177.35,39.21,1398.67,223.41,7360.11
2018.01,United Arab Emirates,14,175.42,37.49,994.77,249.5,8207.54
2018.01,Pakistan,15,170.09,41.55,2099.24,207.29,4667.59
2018.01,China,16,168.78,42.55,2453.28,170.78,4049.23
2018.01,Argentina,17,168.54,41.55,2099.24,167.01,4656.99
2018.01,Malaysia,18,166.47,37.6,1016.67,183.73,6960.85
2018.01,Qatar,19,163.1,34.78,527.2,151.03,8660.78
2018.01,United States,20,157.67,34.74,521.51,209.27,7330.96
2018.01,Israel,21,152.71,36.73,842.61,166.99,5480.93
2018.01,Australia,22,150.98,36.32,768.21,176.52,5426.12
2018.01,Japan,23,149.87,44.48,3247.32,158.24,1283.13
2018.01,Canada,24,148.73,36.07,725.01,179.37,5232.68
2018.01,Saudi Arabia,25,148.11,34.01,428.19,158.41,6531.92
2018.01,Ireland,26,146.88,37.47,990.72,178.07,4172.03
2018.01,Ukraine,27,146.69,38.5,1219.66,139.23,3778.55
2018.01,Italy,28,143.38,37.01,896.48,166.5,4036.35
2018.01,Hong Kong,29,141.7,41.26,2001.9,157.57,1860.88
2018.01,New Zealand,30,139.76,34.48,486.36,186.24,4841.53
2018.01,United Kingdom,31,136.12,35.75,672.24,166.69,3785.45
2018.01,Latvia,32,130.43,34.61,503.13,143.89,3770.16
2018.01,Belgium,33,129.06,34.63,506.95,156.91,3526.16
2018.01,Chile,34,128.14,35.07,567.12,114.02,3432.3
2018.01,Taiwan,35,125.04,33.15,332.81,170.95,3669.49
2018.01,France,36,124.48,35.03,561.7,127.4,2966.06
2018.01,South Korea,37,124.42,37.24,941.76,139.01,1998.66
2018.01,Greece,38,120.24,32.16,243.02,127.68,3744.31
2018.01,Netherlands,39,120.03,32.73,292.02,199,3148.05
2018.01,Slovakia,40,119.17,32.17,243.77,231.85,3153.51
2018.01,Poland,41,117.93,33.6,380.64,114.02,2931.68
2018.01,Romania,42,116.96,33.4,358.69,113.68,2911.72
2018.01,Hungary,43,116.53,34.12,441.54,108.35,2599.43
2018.01,Spain,44,116.12,31.42,187.81,135.67,3522.38
2018.01,Belarus,45,115.23,29.09,75.19,105.59,4514.05
2018.01,Portugal,46,113.19,30.28,122.54,119.34,3710.31
2018.01,Vietnam,47,111.38,31.1,167.74,121.04,3171.83
2018.01,Estonia,48,110.35,32.73,292.26,190.6,2183.08
2018.01,Slovenia,49,106.96,27.78,43.85,148.71,3644.04
2018.01,Bulgaria,50,106.93,31.12,168.96,106.17,2757.1
2018.01,Norway,51,106.5,31.04,163.71,136.58,2598.95
2018.01,Croatia,52,104.59,29.55,91,96.88,3098
2018.01,Finland,53,103.9,33.23,341.53,101.73,1772.02
2018.01,Germany,54,102.94,31.25,177.15,125.24,2226.93
2018.01,Serbia,55,101,28.95,70.8,120.94,2770.78
2018.01,Lithuania,56,100.99,28.69,63.45,119.34,2852.43
2018.01,Sweden,57,99.34,30.68,142.86,103.03,2167.73
2018.01,Czech Republic,58,95.53,30.3,123.34,76.03,2061.49
2018.01,Bosnia And Herzegovina,59,90.96,27.48,39.22,67.18,2403.3
2018.01,Switzerland,60,90.82,29.28,81.45,105.62,1783.7
2018.01,Denmark,61,83.56,28.53,59.39,96.68,1405.53
2018.01,Austria,62,78.9,27.02,33.75,82.77,1367.1
2018.06,Iran,1,231.03,50.76,6895.04,240.71,6678.24
2018.06,Egypt,2,224.14,47.1,4561.7,278.96,8611.64
2018.06,Jordan,3,210.91,45.38,3663.61,230.23,8070.92
2018.06,India,4,209.25,47.57,4823.79,242.28,5877.87
2018.06,South Africa,5,206.95,42.44,2413.24,256.49,9874.84
2018.06,Philippines,6,202.2,45.31,3633.9,240.01,6578.96
2018.06,Indonesia,7,199.84,44.77,3377.15,250.26,6583.87
2018.06,Brazil,8,198.55,45.85,3898.13,218.98,5695.8
2018.06,Turkey,9,197.06,45.55,3749.08,217.87,5702.97
2018.06,Russia,10,193.97,46.96,4481.8,194.42,4371.92
2018.06,Colombia,11,193.07,47.41,4736.62,216.29,3860.16
2018.06,Mexico,12,190.54,42.32,2370.58,227.18,7131.95
2018.06,United Arab Emirates,13,187.64,39.84,1567.63,276.27,8387.91
2018.06,Lebanon,14,185.35,39.55,1488.29,201.66,8652.15
2018.06,Pakistan,15,177.59,42.24,2340.97,204.77,5278.69
2018.06,Thailand,16,177.03,39.76,1545.74,216.84,6926.7
2018.06,Argentina,17,169.27,42.15,2308.73,170.11,4358.53
2018.06,Malaysia,18,166.94,37.56,1008.83,188.17,7039.08
2018.06,China,19,166.39,42.7,2510.69,167.38,3677.32
2018.06,Singapore,20,158.26,42.51,2440.12,173.85,2826.29
2018.06,Qatar,21,157.59,34.3,463.06,158.88,7951.91
2018.06,United States,22,154.65,34.17,447.55,204.14,7230.34
2018.06,Australia,23,152.01,36.54,807.61,180.17,5421.89
2018.06,Ukraine,24,151.21,39.58,1496.39,139.4,3738.06
2018.06,Israel,25,150.11,36.19,745.7,161.33,5462.4
2018.06,Canada,26,148.2,35.75,672.05,187.01,5307.39
2018.06,Saudi Arabia,27,142.08,32.65,285.4,159.34,6385.48
2018.06,Italy,28,141.44,36.47,794.96,164.97,4087.42
2018.06,New Zealand,29,138.18,33.57,377.06,175.26,5178.09
2018.06,Belgium,30,137.49,35.71,666.39,161.49,4000.73
2018.06,Ireland,31,136.7,35.73,669.04,165.8,3872.24
2018.06,United Kingdom,32,135.3,35.57,643.41,161.47,3801.46
2018.06,Japan,33,134.23,40.89,1882.05,145.21,1436.75
2018.06,Hong Kong,34,134.03,40.27,1691.28,143.27,1654
2018.06,Chile,35,132.67,36.68,834.75,118.06,3161.16
2018.06,South Korea,36,132.06,37.74,1046.99,139.62,2515.18
2018.06,Latvia,37,131.61,34.48,486.48,147.52,3960.04
2018.06,Romania,38,129.46,35.56,641.78,129.96,3268.32
2018.06,France,39,127.19,35.24,593.16,128.57,3164.59
2018.06,Greece,40,127.17,33.63,383.45,139.6,3862.02
2018.06,Hungary,41,123.56,35.32,605.17,138.84,2689.02
2018.06,Taiwan,42,121.39,32.69,288.22,162.75,3477.37
2018.06,Vietnam,43,121.27,32.79,297.6,142.21,3517.04
2018.06,Spain,44,116.54,31.9,222.25,136.68,3369.21
2018.06,Poland,45,114.88,32.8,298.99,109.06,2953.35
2018.06,Portugal,46,113.74,30.41,128.89,120.87,3719.05
2018.06,Netherlands,47,113.63,31.94,225.41,179.86,2837.23
2018.06,Belarus,48,112.26,29.09,74.98,98.36,4172.34
2018.06,Slovakia,49,112.21,30.91,155.91,211.76,2944.28
2018.06,Croatia,50,108.59,30.68,143.07,101.54,3121.39
2018.06,Slovenia,51,107.88,28.64,62.23,146.48,3510.46
2018.06,North Macedonia,52,107.53,31.24,176.24,126.34,2680.83
2018.06,Iceland,53,105.98,27.37,37.84,145.95,3644.98
2018.06,Bulgaria,54,104.34,30.45,130.78,101.2,2745.38
2018.06,Finland,55,103.52,32.92,310.54,99.54,1848.81
2018.06,Lithuania,56,103.21,29,72.31,117.95,3007.98
2018.06,Germany,57,101.49,30.99,160.54,122.87,2185.11
2018.06,Serbia,58,101.08,29.09,74.96,115.9,2763.39
2018.06,Sweden,59,101.01,30.98,159.93,113.95,2182
2018.06,Norway,60,100.13,29.47,88.02,125.27,2508.63
2018.06,Czech Republic,61,97.45,30.34,125.5,79.96,2205.03
2018.06,Estonia,62,96,29.65,94.67,139.64,2008.1
2018.06,Denmark,63,92.51,30.17,117,117.81,1654.31
2018.06,Cyprus,64,91.03,21.64,21.64,60.72,3243.55
2018.06,Switzerland,65,89.89,29.37,84.42,101.13,1704.03
2018.06,Bosnia And Herzegovina,66,89.69,27.07,34.25,66.58,2363.52
2018.06,Austria,67,84.02,27.53,39.98,108.22,1581.08
2019.01,Egypt,1,236.87,49.17,5807.05,291.84,8913.49
2019.01,Sri Lanka,2,233.57,51.9,7753.05,281.56,5903.18
2019.01,Iran,3,221.53,48.38,5306.47,231.32,7241.9
2019.01,India,4,201.14,45.71,3828.27,235.01,6119.38
2019.01,Jordan,5,199.12,42.43,2408.89,222.13,8594.71
2019.01,South Africa,6,196.65,40.33,1709.46,247.37,9850.16
2019.01,Philippines,7,196.62,44.15,3099.88,243.43,6591.69
2019.01,Turkey,8,195.5,44.77,3378.12,215.11,6075.73
2019.01,Indonesia,9,193.19,42.93,2598.1,249.49,6971.18
2019.01,Russia,10,188.73,46,3975.77,192.17,4331.5
2019.01,Brazil,11,186.41,43.37,2772.67,207.77,5772.19
2019.01,Colombia,12,182.8,45.06,3511.2,197.03,4153.8
2019.01,Thailand,13,178.43,39.4,1447.44,226.43,7385.83
2019.01,United Arab Emirates,14,176.95,37.46,987.59,259.31,8457.1
2019.01,Lebanon,15,176.09,37.36,966.3,200.86,8737.07
2019.01,Argentina,16,175.61,43.04,2642.39,190.99,4535.53
2019.01,Mexico,17,175.22,39.08,1365.36,208.75,7180.92
2019.01,Panama,18,166.66,36.48,796.29,182.13,7826.65
2019.01,China,19,165.27,42.46,2419.16,169.12,3675.44
2019.01,Pakistan,20,163.23,38.63,1251.56,185.54,5715.47
2019.01,Kuwait,21,161.48,34.82,532.44,183.91,8104.67
2019.01,Malaysia,22,159.4,35.25,594.48,175.03,7488.77
2019.01,Singapore,23,154.36,42.15,2306.35,165.18,2635.37
2019.01,Israel,24,150.55,36.32,768.08,164.69,5430.17
2019.01,United States,25,149.66,32.87,305.42,199.84,7254.78
2019.01,Qatar,26,147.86,31.71,208.3,155.43,7965.31
2019.01,Australia,27,146.93,35.29,600.16,174.22,5467.89
2019.01,South Korea,28,145.57,40.02,1618.91,153.22,2802.76
2019.01,Ukraine,29,140.7,37.36,967.02,125.35,3727.01
2019.01,Canada,30,140.03,33.77,399.42,175.39,5334
2019.01,Ireland,31,139.08,35.85,687.61,166.27,4111.63
2019.01,Hong Kong,32,137.47,41,1916.59,145.78,1650.02
2019.01,Belgium,33,136.15,34.86,537.96,160.68,4279.41
2019.01,Chile,34,136,36.79,854.71,120.66,3479.48
2019.01,Italy,35,135.37,34.69,514.52,156.98,4286.32
2019.01,Saudi Arabia,36,135.35,29.61,93.13,157.42,6979.84
2019.01,Japan,37,134.54,40.03,1622.13,141.63,1792.28
