Country,Year,"Adolescent fertility rate (births per 1,000 women ages 15-19)"
IBRD only,1991,70.6890578548453
IBRD only,1990,69.4106458722224
IBRD only,1989,69.793299211288
IBRD only,1988,69.4502212763633
IBRD only,1987,68.8965093168788
IBRD only,1986,72.7040593827215
IBRD only,1985,73.3535174979189
IBRD only,1984,74.0589740124185
IBRD only,1983,73.9133658870412
IBRD only,1982,74.1155240699011
IBRD only,1981,72.3012649735085
IBRD only,1980,71.7484841323297
IBRD only,1979,73.1848841120706
IBRD only,1978,74.0852833134987
IBRD only,1977,76.4051818659097
IBRD only,1976,79.8167206714142
IBRD only,1975,79.3724966592232
IBRD only,1974,80.1702911308784
IBRD only,1973,80.3522972553204
IBRD only,1972,80.7552639185923
IBRD only,1971,82.2967936809167
IBRD only,1970,82.6670228262352
IBRD only,1969,83.9808000006971
IBRD only,1968,85.5521318768193
IBRD only,1967,83.9358580977863
IBRD only,1966,87.9288109481934
IBRD only,1965,91.2566472547412
IBRD only,1964,95.1150280360408
IBRD only,1963,101.318509147415
IBRD only,1962,97.4404294182326
IBRD only,1961,91.4658452648161
IBRD only,1960,93.8449368518843
IDA & IBRD total,2022,
IDA & IBRD total,2021,46.3864345843608
IDA & IBRD total,2020,46.7435533522457
IDA & IBRD total,2019,47.4617119169139
IDA & IBRD total,2018,48.2553628459405
IDA & IBRD total,2017,49.1701720784568
IDA & IBRD total,2016,49.9526507820432
IDA & IBRD total,2015,51.6092848058025
IDA & IBRD total,2014,55.6075724859338
IDA & IBRD total,2013,55.9466363972464
IDA & IBRD total,2012,56.0851084838608
IDA & IBRD total,2011,56.2373275312004
IDA & IBRD total,2010,56.4855155655699
IDA & IBRD total,2009,56.2586943120747
IDA & IBRD total,2008,57.2200920033378
IDA & IBRD total,2007,55.9469875159169
IDA & IBRD total,2006,55.9218609219905
IDA & IBRD total,2005,57.6311803926205
IDA & IBRD total,2004,61.7619465974739
IDA & IBRD total,2003,65.1867512118696
IDA & IBRD total,2002,67.2720603650042
IDA & IBRD total,2001,69.4520669672245
IDA & IBRD total,2000,70.1731921060143
IDA & IBRD total,1999,71.4538248672985
IDA & IBRD total,1998,73.0735394167045
IDA & IBRD total,1997,74.3098431600274
IDA & IBRD total,1996,76.4897447153548
IDA & IBRD total,1995,78.9291205907855
IDA & IBRD total,1994,80.0424112755233
IDA & IBRD total,1993,80.8404903919806
IDA & IBRD total,1992,81.3887431974665
IDA & IBRD total,1991,82.2935746289855
IDA & IBRD total,1990,81.3790960959649
IDA & IBRD total,1989,81.7041993125807
IDA & IBRD total,1988,81.314249856453
IDA & IBRD total,1987,81.0808153611181
IDA & IBRD total,1986,84.0868691214665
IDA & IBRD total,1985,84.7834362804862
IDA & IBRD total,1984,85.4444857852551
IDA & IBRD total,1983,85.397560517475
IDA & IBRD total,1982,85.6152727825042
IDA & IBRD total,1981,84.4405934144862
IDA & IBRD total,1980,84.5182971874025
IDA & IBRD total,1979,86.1374890707276
IDA & IBRD total,1978,87.0913591168599
IDA & IBRD total,1977,89.5509246752772
IDA & IBRD total,1976,92.3456918360018
IDA & IBRD total,1975,91.9628142039954
IDA & IBRD total,1974,92.6689445937588
IDA & IBRD total,1973,92.6238360582327
IDA & IBRD total,1972,93.0572515157182
IDA & IBRD total,1971,94.3743641326504
IDA & IBRD total,1970,94.5194880211092
IDA & IBRD total,1969,95.5321072432383
IDA & IBRD total,1968,96.8420565746341
IDA & IBRD total,1967,95.9190260606904
IDA & IBRD total,1966,99.6161900380273
IDA & IBRD total,1965,102.938603052224
IDA & IBRD total,1964,106.708607365302
IDA & IBRD total,1963,112.300804902809
IDA & IBRD total,1962,109.459926391532
IDA & IBRD total,1961,104.525071397247
IDA & IBRD total,1960,106.074727795752
IDA blend,2022,
IDA blend,2021,70.4117690590797
IDA blend,2020,70.9659868160363
IDA blend,2019,71.8669855661863
IDA blend,2018,72.5785309746964
IDA blend,2017,73.0446247331105
IDA blend,2016,74.9837733729121
IDA blend,2015,78.1944487577335
IDA blend,2014,82.2381528474351
IDA blend,2013,84.0371701264881
IDA blend,2012,84.1798653860107
IDA blend,2011,83.9237954824514
IDA blend,2010,84.3677304017485
IDA blend,2009,84.6129656846268
IDA blend,2008,85.2320676764372
IDA blend,2007,86.1612137915854
IDA blend,2006,87.4184521298031
IDA blend,2005,89.9128607435071
IDA blend,2004,91.598133343552
IDA blend,2003,94.1503616239955
IDA blend,2002,95.0023759706761
IDA blend,2001,96.5440735389458
IDA blend,2000,98.0311010487756
IDA blend,1999,99.4211449932747
IDA blend,1998,99.9126970427229
IDA blend,1997,101.824711635838
IDA blend,1996,105.571474600457
IDA blend,1995,107.927213050857
IDA blend,1994,111.685275281929
IDA blend,1993,112.424353990886
IDA blend,1992,111.450791108248
IDA blend,1991,112.835598732115
IDA blend,1990,115.191155489425
IDA blend,1989,118.272658365954
IDA blend,1988,117.832254356593
IDA blend,1987,119.858957789626
IDA blend,1986,119.336902417024
IDA blend,1985,120.839539352017
IDA blend,1984,121.149944928546
IDA blend,1983,122.677752043114
IDA blend,1982,122.500234217484
IDA blend,1981,125.681310824576
IDA blend,1980,127.778599890565
IDA blend,1979,129.134623466896
IDA blend,1978,129.596071228234
IDA blend,1977,132.168808116998
IDA blend,1976,134.631518861358
IDA blend,1975,138.223516212341
IDA blend,1974,140.454829214729
IDA blend,1973,139.755832912332
IDA blend,1972,139.228485761185
IDA blend,1971,139.232270102908
IDA blend,1970,139.043252561613
IDA blend,1969,139.561176445853
IDA blend,1968,141.207350419995
IDA blend,1967,144.927553274504
IDA blend,1966,147.864044654183
IDA blend,1965,150.946205396876
IDA blend,1964,152.744701472294
IDA blend,1963,154.719535020646
IDA blend,1962,154.301279868298
IDA blend,1961,151.79382745939
IDA blend,1960,149.424821274554
IDA only,2022,
IDA only,2021,88.7996076265587
IDA only,2020,89.775130165037
IDA only,2019,90.9239482468056
IDA only,2018,91.6136693138981
IDA only,2017,92.5179688752741
IDA only,2016,94.6717685545426
IDA only,2015,96.0827068647114
IDA only,2014,97.8520096763821
IDA only,2013,100.077004877319
IDA only,2012,101.433144477962
IDA only,2011,102.679680140665
IDA only,2010,104.768101178593
IDA only,2009,105.244150297082
IDA only,2008,107.42746141528
IDA only,2007,110.038348636799
IDA only,2006,110.745857559502
IDA only,2005,112.413682698965
IDA only,2004,115.582425013062
IDA only,2003,117.047110871111
IDA only,2002,118.928782692507
IDA only,2001,120.855372543374
IDA only,2000,121.895223745855
IDA only,1999,122.820782938947
IDA only,1998,123.100263881144
IDA only,1997,124.536780296409
IDA only,1996,126.039128860477
IDA only,1995,127.343746663815
IDA only,1994,129.226246281989
IDA only,1993,130.412511975367
IDA only,1992,129.928190061825
IDA only,1991,131.333699363248
IDA only,1990,133.138517561735
IDA only,1989,133.960056134632
IDA only,1988,135.185301789088
IDA only,1987,137.281920957254
IDA only,1986,138.009126813807
IDA only,1985,139.533867625946
IDA only,1984,141.002606572677
IDA only,1983,142.076469572109
IDA only,1982,143.865118670353
IDA only,1981,144.667313202232
IDA only,1980,146.184758485602
IDA only,1979,147.284386755535
IDA only,1978,147.079376591131
IDA only,1977,149.81284861663
IDA only,1976,150.704466346883
IDA only,1975,151.793022690059
IDA only,1974,154.269569830556
IDA only,1973,155.330859410467
IDA only,1972,157.579794761602
IDA only,1971,158.486463699266
IDA only,1970,157.325452656319
IDA only,1969,156.205468554103
IDA only,1968,154.928223959616
IDA only,1967,155.213422652906
IDA only,1966,155.353586145229
IDA only,1965,156.573823056838
IDA only,1964,158.114115132246
IDA only,1963,159.540905434989
IDA only,1962,160.53342121758
IDA only,1961,160.469365015274
IDA only,1960,159.947070011201
IDA total,2022,
IDA total,2021,82.7446479704077
IDA total,2020,83.5831797318656
IDA total,2019,84.6500556976515
IDA total,2018,85.3454332400657
IDA total,2017,86.1064124240898
IDA total,2016,88.1867295968948
IDA total,2015,90.1835420781857
IDA total,2014,92.6947475029765
IDA total,2013,94.7676513984413
IDA total,2012,95.707050895678
IDA total,2011,96.4359581298965
IDA total,2010,97.9650834011916
IDA total,2009,98.3606444052365
IDA total,2008,100.020122858383
IDA total,2007,102.070059613317
IDA total,2006,102.960651012754
IDA total,2005,104.900471557676
IDA total,2004,107.568475069355
IDA total,2003,109.388679168562
IDA total,2002,110.913629431777
IDA total,2001,112.715376496085
IDA total,2000,113.941716090614
IDA total,1999,115.067463569951
IDA total,1998,115.455315694748
IDA total,1997,117.085547376083
IDA total,1996,119.353521246258
IDA total,1995,121.023367947326
IDA total,1994,123.530903997868
IDA total,1993,124.588627424018
IDA total,1992,123.95799706935
IDA total,1991,125.374380572323
IDA total,1990,127.391012275797
IDA total,1989,128.963869782905
IDA total,1988,129.678288571227
IDA total,1987,131.763843567002
IDA total,1986,132.100113237934
IDA total,1985,133.613738815767
IDA total,1984,134.696723075872
IDA total,1983,135.886882435138
IDA total,1982,137.031375900069
IDA total,1981,138.61297940216
IDA total,1980,140.369852029826
IDA total,1979,141.606301783801
IDA total,1978,141.64530204662
IDA total,1977,144.36198160411
IDA total,1976,145.772302682073
IDA total,1975,147.655517382329
IDA total,1974,150.078111499951
IDA total,1973,150.624367660327
IDA total,1972,152.059979942989
IDA total,1971,152.72534299914
IDA total,1970,151.885101811713
IDA total,1969,151.277096381674
IDA total,1968,150.877475010542
IDA total,1967,152.178648262056
IDA total,1966,153.140910705116
IDA total,1965,154.904913422771
IDA total,1964,156.511187690887
IDA total,1963,158.090825813789
IDA total,1962,158.646449112278
IDA total,1961,157.825783600662
IDA total,1960,156.72469393818
Late-demographic dividend,2022,
Late-demographic dividend,2021,19.9063005644441
Late-demographic dividend,2020,20.5600283578148
Late-demographic dividend,2019,21.91637047778
Late-demographic dividend,2018,22.8737029478943
Late-demographic dividend,2017,24.4785698829338
Late-demographic dividend,2016,25.5577765841606
Late-demographic dividend,2015,26.6753154453252
Late-demographic dividend,2014,27.7529382108482
Late-demographic dividend,2013,27.662162163949
Late-demographic dividend,2012,27.8687222761079
Late-demographic dividend,2011,27.3494247926176
Late-demographic dividend,2010,27.2577990646821
Late-demographic dividend,2009,27.1259655363715
Late-demographic dividend,2008,26.3001899993389
Late-demographic dividend,2007,25.5545106719273
Late-demographic dividend,2006,25.039513568206
Late-demographic dividend,2005,24.9355481330926
Late-demographic dividend,2004,24.7112309948451
Late-demographic dividend,2003,24.960885220539
Late-demographic dividend,2002,25.6867666726517
Late-demographic dividend,2001,26.4169795331253
Late-demographic dividend,2000,26.6350999951773
Late-demographic dividend,1999,26.9992414881432
Late-demographic dividend,1998,27.6044808575747
Late-demographic dividend,1997,28.4868774621678
Late-demographic dividend,1996,30.6205849392854
Late-demographic dividend,1995,31.3892362515719
Late-demographic dividend,1994,32.2545650237333
Late-demographic dividend,1993,35.3667134449401
Late-demographic dividend,1992,35.8106180147239
Late-demographic dividend,1991,38.9499309340692
Late-demographic dividend,1990,40.3720790484277
Late-demographic dividend,1989,38.1374230961176
Late-demographic dividend,1988,37.354885500699
Late-demographic dividend,1987,38.1789696358804
Late-demographic dividend,1986,37.7342211069415
Late-demographic dividend,1985,37.4355508315483
Late-demographic dividend,1984,36.8060757544543
Late-demographic dividend,1983,35.9032831901884
Late-demographic dividend,1982,35.0288411621016
Late-demographic dividend,1981,30.386570055225
Late-demographic dividend,1980,28.8636908137319
Late-demographic dividend,1979,29.45789164974
Late-demographic dividend,1978,31.9887355480583
Late-demographic dividend,1977,35.3530434968934
Late-demographic dividend,1976,37.1476286976967
Late-demographic dividend,1975,37.1210236037494
Late-demographic dividend,1974,38.4580227872371
Late-demographic dividend,1973,39.1605751746551
Late-demographic dividend,1972,41.2568779406984
Late-demographic dividend,1971,44.989475835161
Late-demographic dividend,1970,47.2879891010648
Late-demographic dividend,1969,48.6606633208332
Late-demographic dividend,1968,50.4646116096889
Late-demographic dividend,1967,46.8339436583294
Late-demographic dividend,1966,53.0511388192981
Late-demographic dividend,1965,57.9508769791442
Late-demographic dividend,1964,64.1957776398412
Late-demographic dividend,1963,73.9809891059073
Late-demographic dividend,1962,65.1010188290904
Late-demographic dividend,1961,53.3117961596378
Late-demographic dividend,1960,58.8011216224758
Latin America & Caribbean,2022,
Latin America & Caribbean,2021,53.2246890937986
Latin America & Caribbean,2020,54.7699473440836
Latin America & Caribbean,2019,57.3035440245226
Latin America & Caribbean,2018,60.0210319158472
Latin America & Caribbean,2017,62.3702098374752
Latin America & Caribbean,2016,64.2197990427026
Latin America & Caribbean,2015,67.2990767507101
Latin America & Caribbean,2014,69.4605718762297
Latin America & Caribbean,2013,71.1100736834533
Latin America & Caribbean,2012,72.3967875669657
Latin America & Caribbean,2011,73.0265942814486
Latin America & Caribbean,2010,73.1348286629647
Latin America & Caribbean,2009,73.9062014496854
Latin America & Caribbean,2008,74.455973467018
Latin America & Caribbean,2007,75.1530007379036
Latin America & Caribbean,2006,75.7201448985935
Latin America & Caribbean,2005,76.9690866980068
Latin America & Caribbean,2004,77.3050696426508
Latin America & Caribbean,2003,77.7086651861297
Latin America & Caribbean,2002,80.0094227642957
Latin America & Caribbean,2001,82.356004594375
Latin America & Caribbean,2000,83.5330068362392
Latin America & Caribbean,1999,84.5662831206819
Latin America & Caribbean,1998,85.0382929919659
Latin America & Caribbean,1997,85.2108918797281
Latin America & Caribbean,1996,85.4586970746289
Latin America & Caribbean,1995,85.6204215943218
Latin America & Caribbean,1994,86.0966902446973
Latin America & Caribbean,1993,86.6597281503195
Latin America & Caribbean,1992,86.9300373322995
Latin America & Caribbean,1991,87.7001540260624
Latin America & Caribbean,1990,88.1447455813308
Latin America & Caribbean,1989,88.5562794393051
Latin America & Caribbean,1988,88.5611746442187
Latin America & Caribbean,1987,88.4368580174306
Latin America & Caribbean,1986,88.0616338235972
Latin America & Caribbean,1985,88.0387037749098
Latin America & Caribbean,1984,88.0019419654498
Latin America & Caribbean,1983,89.6489630421025
Latin America & Caribbean,1982,90.3692378830706
Latin America & Caribbean,1981,91.4419296428338
Latin America & Caribbean,1980,92.5275767201831
Latin America & Caribbean,1979,93.6796498584502
Latin America & Caribbean,1978,94.7565336999952
Latin America & Caribbean,1977,95.6253858184281
Latin America & Caribbean,1976,96.6924400079974
Latin America & Caribbean,1975,96.9928645337674
Latin America & Caribbean,1974,97.7707204680941
Latin America & Caribbean,1973,98.0102074766311
Latin America & Caribbean,1972,97.6872840664788
Latin America & Caribbean,1971,97.1595763003353
Latin America & Caribbean,1970,97.0194234012633
Latin America & Caribbean,1969,97.7549607453552
Latin America & Caribbean,1968,98.5665462343476
Latin America & Caribbean,1967,100.211824056207
Latin America & Caribbean,1966,102.233784071801
Latin America & Caribbean,1965,104.401273307507
Latin America & Caribbean,1964,106.921045535115
Latin America & Caribbean,1963,108.290399367633
Latin America & Caribbean,1962,109.226678015925
Latin America & Caribbean,1961,110.197049429555
Latin America & Caribbean,1960,110.843213629454
Latin America & Caribbean (excluding high income),2022,
Latin America & Caribbean (excluding high income),2021,52.5633835394848
Latin America & Caribbean (excluding high income),2020,54.2202063309159
Latin America & Caribbean (excluding high income),2019,56.9147208403864
Latin America & Caribbean (excluding high income),2018,59.7832895725918
Latin America & Caribbean (excluding high income),2017,62.0401552043522
Latin America & Caribbean (excluding high income),2016,63.8106809376895
Latin America & Caribbean (excluding high income),2015,66.911900716531
Latin America & Caribbean (excluding high income),2014,69.0236139335245
Latin America & Caribbean (excluding high income),2013,70.5857718741554
Latin America & Caribbean (excluding high income),2012,71.8499851365675
Latin America & Caribbean (excluding high income),2011,72.5270019384347
Latin America & Caribbean (excluding high income),2010,72.5726360361391
Latin America & Caribbean (excluding high income),2009,73.3579583590598
Latin America & Caribbean (excluding high income),2008,73.9784885994167
Latin America & Caribbean (excluding high income),2007,74.8341574311321
Latin America & Caribbean (excluding high income),2006,75.4742366411044
Latin America & Caribbean (excluding high income),2005,76.99217064156
Latin America & Caribbean (excluding high income),2004,77.5941578553133
Latin America & Caribbean (excluding high income),2003,78.0119604001229
Latin America & Caribbean (excluding high income),2002,80.2324858294149
Latin America & Caribbean (excluding high income),2001,82.6345905400515
Latin America & Caribbean (excluding high income),2000,83.7199245276048
Latin America & Caribbean (excluding high income),1999,84.6431413658207
Latin America & Caribbean (excluding high income),1998,85.2119794842508
Latin America & Caribbean (excluding high income),1997,85.378212065878
Latin America & Caribbean (excluding high income),1996,85.6849499672189
Latin America & Caribbean (excluding high income),1995,85.8743921528757
Latin America & Caribbean (excluding high income),1994,86.3229003297353
Latin America & Caribbean (excluding high income),1993,86.9134908866035
Latin America & Caribbean (excluding high income),1992,87.1843391816504
Latin America & Caribbean (excluding high income),1991,88.0188555871792
Latin America & Caribbean (excluding high income),1990,88.5208608237948
Latin America & Caribbean (excluding high income),1989,88.9571096476832
Latin America & Caribbean (excluding high income),1988,89.0472724857734
Latin America & Caribbean (excluding high income),1987,88.9510467549435
Latin America & Caribbean (excluding high income),1986,88.6626762358166
Latin America & Caribbean (excluding high income),1985,89.1315724512189
Latin America & Caribbean (excluding high income),1984,89.0293639875876
Latin America & Caribbean (excluding high income),1983,90.7188746824356
Latin America & Caribbean (excluding high income),1982,91.3629437746008
Latin America & Caribbean (excluding high income),1981,92.2664096791478
Latin America & Caribbean (excluding high income),1980,93.258208541074
Latin America & Caribbean (excluding high income),1979,94.303943610724
Latin America & Caribbean (excluding high income),1978,95.2898542155158
Latin America & Caribbean (excluding high income),1977,96.1388601171344
Latin America & Caribbean (excluding high income),1976,97.2420331600039
Latin America & Caribbean (excluding high income),1975,97.4913006092843
Latin America & Caribbean (excluding high income),1974,98.2724648663668
Latin America & Caribbean (excluding high income),1973,98.3780704201822
Latin America & Caribbean (excluding high income),1972,97.899732247233
Latin America & Caribbean (excluding high income),1971,97.4055255386562
Latin America & Caribbean (excluding high income),1970,97.0912407273943
Latin America & Caribbean (excluding high income),1969,97.5545000409524
Latin America & Caribbean (excluding high income),1968,98.3068724440132
Latin America & Caribbean (excluding high income),1967,100.218417668394
Latin America & Caribbean (excluding high income),1966,102.274034392694
Latin America & Caribbean (excluding high income),1965,104.6201600315
Latin America & Caribbean (excluding high income),1964,107.421190265949
Latin America & Caribbean (excluding high income),1963,108.855775415271
Latin America & Caribbean (excluding high income),1962,109.906641151201
Latin America & Caribbean (excluding high income),1961,110.86339962628
Latin America & Caribbean (excluding high income),1960,111.426636825306
Latin America & the Caribbean (IDA & IBRD countries),2022,
Latin America & the Caribbean (IDA & IBRD countries),2021,53.4440417619801
Latin America & the Caribbean (IDA & IBRD countries),2020,54.9883927953094
Latin America & the Caribbean (IDA & IBRD countries),2019,57.5439054236007
Latin America & the Caribbean (IDA & IBRD countries),2018,60.3050608785392
Latin America & the Caribbean (IDA & IBRD countries),2017,62.7176374650943
Latin America & the Caribbean (IDA & IBRD countries),2016,64.6200316914988
Latin America & the Caribbean (IDA & IBRD countries),2015,67.7297520906782
Latin America & the Caribbean (IDA & IBRD countries),2014,69.9214750349599
Latin America & the Caribbean (IDA & IBRD countries),2013,71.5621923259357
Latin America & the Caribbean (IDA & IBRD countries),2012,72.8349603497971
Latin America & the Caribbean (IDA & IBRD countries),2011,73.4031287121138
Latin America & the Caribbean (IDA & IBRD countries),2010,73.5420984318681
Latin America & the Caribbean (IDA & IBRD countries),2009,74.330165783383
Latin America & the Caribbean (IDA & IBRD countries),2008,74.9635065563253
Latin America & the Caribbean (IDA & IBRD countries),2007,75.7880906722971
Latin America & the Caribbean (IDA & IBRD countries),2006,76.4215580312534
Latin America & the Caribbean (IDA & IBRD countries),2005,77.6498761095162
Latin America & the Caribbean (IDA & IBRD countries),2004,77.9569681518818
Latin America & the Caribbean (IDA & IBRD countries),2003,78.347336856824
Latin America & the Caribbean (IDA & IBRD countries),2002,80.6496690361313
Latin America & the Caribbean (IDA & IBRD countries),2001,83.0082759906661
Latin America & the Caribbean (IDA & IBRD countries),2000,84.1480831110055
Latin America & the Caribbean (IDA & IBRD countries),1999,85.13696211154
Latin America & the Caribbean (IDA & IBRD countries),1998,85.5858450876306
Latin America & the Caribbean (IDA & IBRD countries),1997,85.6836800144465
Latin America & the Caribbean (IDA & IBRD countries),1996,86.0003112419257
Latin America & the Caribbean (IDA & IBRD countries),1995,86.1226464164431
Latin America & the Caribbean (IDA & IBRD countries),1994,86.6268588414336
Latin America & the Caribbean (IDA & IBRD countries),1993,87.2199355338333
Latin America & the Caribbean (IDA & IBRD countries),1992,87.4647613488072
Latin America & the Caribbean (IDA & IBRD countries),1991,88.2734140423102
Latin America & the Caribbean (IDA & IBRD countries),1990,88.5256941864567
Latin America & the Caribbean (IDA & IBRD countries),1989,88.9306070529346
Latin America & the Caribbean (IDA & IBRD countries),1988,88.9880608849725
Latin America & the Caribbean (IDA & IBRD countries),1987,88.8982535213704
Latin America & the Caribbean (IDA & IBRD countries),1986,88.5214825398924
Latin America & the Caribbean (IDA & IBRD countries),1985,88.4557974661488
Latin America & the Caribbean (IDA & IBRD countries),1984,88.3116346309513
Latin America & the Caribbean (IDA & IBRD countries),1983,89.9155149427248
Latin America & the Caribbean (IDA & IBRD countries),1982,90.6828984814104
Latin America & the Caribbean (IDA & IBRD countries),1981,92.0491660642303
Latin America & the Caribbean (IDA & IBRD countries),1980,93.1406726020197
Latin America & the Caribbean (IDA & IBRD countries),1979,94.2125119454023
Latin America & the Caribbean (IDA & IBRD countries),1978,95.0909188600291
Latin America & the Caribbean (IDA & IBRD countries),1977,95.7191069769362
Latin America & the Caribbean (IDA & IBRD countries),1976,96.4000565547126
Latin America & the Caribbean (IDA & IBRD countries),1975,96.3480089128715
Latin America & the Caribbean (IDA & IBRD countries),1974,96.8182481238863
Latin America & the Caribbean (IDA & IBRD countries),1973,96.8078627876377
Latin America & the Caribbean (IDA & IBRD countries),1972,96.2895312552949
Latin America & the Caribbean (IDA & IBRD countries),1971,95.5928254976054
Latin America & the Caribbean (IDA & IBRD countries),1970,95.4203028797127
Latin America & the Caribbean (IDA & IBRD countries),1969,96.0676904650335
Latin America & the Caribbean (IDA & IBRD countries),1968,96.7555518912789
Latin America & the Caribbean (IDA & IBRD countries),1967,98.3714705623432
Latin America & the Caribbean (IDA & IBRD countries),1966,100.291288282302
Latin America & the Caribbean (IDA & IBRD countries),1965,102.377795227286
Latin America & the Caribbean (IDA & IBRD countries),1964,104.946179943999
Latin America & the Caribbean (IDA & IBRD countries),1963,106.272901575211
Latin America & the Caribbean (IDA & IBRD countries),1962,107.438845647563
Latin America & the Caribbean (IDA & IBRD countries),1961,108.589729289298
Latin America & the Caribbean (IDA & IBRD countries),1960,109.3685205791
Least developed countries: UN classification,2022,
Least developed countries: UN classification,2021,93.7296824833973
Least developed countries: UN classification,2020,94.7268141470051
Least developed countries: UN classification,2019,95.8724946244301
Least developed countries: UN classification,2018,96.564414166614
Least developed countries: UN classification,2017,97.5773572380725
Least developed countries: UN classification,2016,99.7457194815611
Least developed countries: UN classification,2015,101.171798808217
Least developed countries: UN classification,2014,103.2048113302
Least developed countries: UN classification,2013,105.761027336738
Least developed countries: UN classification,2012,107.453559934848
Least developed countries: UN classification,2011,108.889517997626
Least developed countries: UN classification,2010,111.371134114999
Least developed countries: UN classification,2009,112.136243455491
Least developed countries: UN classification,2008,114.548392661911
Least developed countries: UN classification,2007,117.353564142934
Least developed countries: UN classification,2006,118.069693774335
Least developed countries: UN classification,2005,119.78163448257
Least developed countries: UN classification,2004,123.176056187014
Least developed countries: UN classification,2003,124.72962084187
Least developed countries: UN classification,2002,126.733555512646
Least developed countries: UN classification,2001,128.703775262398
Least developed countries: UN classification,2000,129.747426454211
Least developed countries: UN classification,1999,130.829174082258
Least developed countries: UN classification,1998,131.070491477668
Least developed countries: UN classification,1997,132.671834643141
Least developed countries: UN classification,1996,134.266405049824
Least developed countries: UN classification,1995,135.312193129317
Least developed countries: UN classification,1994,137.421420065769
Least developed countries: UN classification,1993,138.514602227448
Least developed countries: UN classification,1992,137.850148015527
Least developed countries: UN classification,1991,139.214996840924
Least developed countries: UN classification,1990,141.134852176077
Least developed countries: UN classification,1989,142.009709299063
Least developed countries: UN classification,1988,143.396616835778
Least developed countries: UN classification,1987,145.454381722007
Least developed countries: UN classification,1986,145.989923603632
Least developed countries: UN classification,1985,147.483379099595
Least developed countries: UN classification,1984,148.903761064282
Least developed countries: UN classification,1983,149.789899672106
Least developed countries: UN classification,1982,151.502770134849
Least developed countries: UN classification,1981,152.268907550615
Least developed countries: UN classification,1980,153.785889031985
Least developed countries: UN classification,1979,154.793821618055
Least developed countries: UN classification,1978,154.453689290504
Least developed countries: UN classification,1977,157.547957480442
Least developed countries: UN classification,1976,158.477245728919
Least developed countries: UN classification,1975,159.633708754774
Least developed countries: UN classification,1974,162.231326976321
Least developed countries: UN classification,1973,163.150360935165
Least developed countries: UN classification,1972,165.418947642185
Least developed countries: UN classification,1971,166.161248250588
Least developed countries: UN classification,1970,164.550608473941
Least developed countries: UN classification,1969,163.109304728717
Least developed countries: UN classification,1968,161.375495946247
Least developed countries: UN classification,1967,161.552188137041
Least developed countries: UN classification,1966,161.482596916559
Least developed countries: UN classification,1965,162.265711496368
Least developed countries: UN classification,1964,163.581919810341
Least developed countries: UN classification,1963,164.284277123526
Least developed countries: UN classification,1962,164.790560264179
Least developed countries: UN classification,1961,164.256494781642
Least developed countries: UN classification,1960,163.390752660993
Low & middle income,2022,
Low & middle income,2021,46.2652252627967
Low & middle income,2020,46.6208019972104
Low & middle income,2019,47.3373078998943
Low & middle income,2018,48.1208092897183
Low & middle income,2017,49.0061736089977
Low & middle income,2016,49.7677745259745
Low & middle income,2015,51.4179307827459
Low & middle income,2014,55.4282040490424
Low & middle income,2013,55.7540711183346
Low & middle income,2012,55.8806362581837
Low & middle income,2011,56.0467981441207
Low & middle income,2010,56.2844989040737
Low & middle income,2009,56.0422375357466
Low & middle income,2008,57.0228289608897
Low & middle income,2007,55.7664673095256
Low & middle income,2006,55.7669862698619
Low & middle income,2005,57.5396706198459
Low & middle income,2004,61.7716889687978
Low & middle income,2003,65.2586261316188
Low & middle income,2002,67.365465631247
Low & middle income,2001,69.5668206787276
Low & middle income,2000,70.2852653046669
Low & middle income,1999,71.5785909480419
Low & middle income,1998,73.2276725829295
Low & middle income,1997,74.4902446566172
Low & middle income,1996,76.7072301624741
Low & middle income,1995,79.1830290620361
Low & middle income,1994,80.2681000350382
Low & middle income,1993,81.0474615747429
Low & middle income,1992,81.5602629037839
Low & middle income,1991,82.4191354712531
Low & middle income,1990,81.4755097522463
Low & middle income,1989,81.7551931982835
Low & middle income,1988,81.2969757806938
Low & middle income,1987,81.0233799135808
Low & middle income,1986,84.0977810037183
Low & middle income,1985,84.8898752712842
Low & middle income,1984,85.57446509788
Low & middle income,1983,85.5218697497206
Low & middle income,1982,85.7060457398697
Low & middle income,1981,84.4790591483337
Low & middle income,1980,84.569037813278
Low & middle income,1979,86.2516100627692
Low & middle income,1978,87.2254870313971
Low & middle income,1977,89.7740953810716
Low & middle income,1976,92.7008731567557
Low & middle income,1975,92.4078754363201
Low & middle income,1974,93.2524667801052
Low & middle income,1973,93.3364294735249
Low & middle income,1972,93.8755296907047
Low & middle income,1971,95.2845111957842
Low & middle income,1970,95.4855463308405
Low & middle income,1969,96.4747366452414
Low & middle income,1968,97.809561002158
Low & middle income,1967,96.9039797557103
Low & middle income,1966,100.79000700182
Low & middle income,1965,104.175211424055
Low & middle income,1964,108.017167415268
Low & middle income,1963,113.545443747805
Low & middle income,1962,110.485440595594
Low & middle income,1961,105.267693032362
Low & middle income,1960,106.795961284667
Low income,2022,
Low income,2021,95.6362757470197
Low income,2020,96.8999285654266
Low income,2019,98.1921207012962
Low income,2018,99.0351759768759
Low income,2017,100.326124977784
Low income,2016,102.25618333329
Low income,2015,104.452889524301
Low income,2014,106.457747158191
Low income,2013,107.973068356036
