Country,Year,Fixed telephone subscriptions (per 100 people)
Latin America & Caribbean,2001,16.1315098759148
Latin America & Caribbean,2000,14.6314760948855
Latin America & Caribbean,1999,13.0156789232238
Latin America & Caribbean,1998,11.7495463023815
Latin America & Caribbean,1997,10.8019526851602
Latin America & Caribbean,1996,9.86168411513474
Latin America & Caribbean,1995,9.0472715727083
Latin America & Caribbean,1994,8.44877748851455
Latin America & Caribbean,1993,7.71374951979235
Latin America & Caribbean,1992,7.19871975590172
Latin America & Caribbean,1991,6.6440357416389
Latin America & Caribbean,1990,6.2579456453989
Latin America & Caribbean,1989,5.89711223272423
Latin America & Caribbean,1988,5.6947375831098
Latin America & Caribbean,1987,5.4495998531734
Latin America & Caribbean,1986,5.24709977101548
Latin America & Caribbean,1985,5.09272926683633
Latin America & Caribbean,1984,4.83423996262622
Latin America & Caribbean,1983,4.56156984602085
Latin America & Caribbean,1982,4.43175546252782
Latin America & Caribbean,1981,4.18382207280979
Latin America & Caribbean,1980,4.03580599544968
Latin America & Caribbean,1979,3.79082711823385
Latin America & Caribbean,1978,3.55439278278312
Latin America & Caribbean,1977,3.25616032004494
Latin America & Caribbean,1976,2.99703613389319
Latin America & Caribbean,1975,2.84380489886075
Latin America & Caribbean,1974,2.00965090213587
Latin America & Caribbean,1973,2.01364083038082
Latin America & Caribbean,1972,2.01769630073819
Latin America & Caribbean,1971,2.02189598595349
Latin America & Caribbean,1970,2.02399203285076
Latin America & Caribbean,1969,1.61350227419329
Latin America & Caribbean,1968,1.61856184910393
Latin America & Caribbean,1967,1.62380942078576
Latin America & Caribbean,1966,1.62918994447561
Latin America & Caribbean,1965,1.61907623464329
Latin America & Caribbean,1964,1.49689465793186
Latin America & Caribbean,1963,1.50239627661742
Latin America & Caribbean,1962,1.50794468470771
Latin America & Caribbean,1961,1.5134989945227
Latin America & Caribbean,1960,1.52675256078892
Latin America & Caribbean (excluding high income),2022,14.0689240443638
Latin America & Caribbean (excluding high income),2021,13.8669367965409
Latin America & Caribbean (excluding high income),2020,14.0502795496863
Latin America & Caribbean (excluding high income),2019,14.4442985718273
Latin America & Caribbean (excluding high income),2018,15.7991812371436
Latin America & Caribbean (excluding high income),2017,16.249552042006
Latin America & Caribbean (excluding high income),2016,16.8313031694527
Latin America & Caribbean (excluding high income),2015,17.01537546758
Latin America & Caribbean (excluding high income),2014,16.9565993930103
Latin America & Caribbean (excluding high income),2013,17.3493704964202
Latin America & Caribbean (excluding high income),2012,17.7245485900408
Latin America & Caribbean (excluding high income),2011,17.5504534599954
Latin America & Caribbean (excluding high income),2010,17.5272338872822
Latin America & Caribbean (excluding high income),2009,17.6992724983488
Latin America & Caribbean (excluding high income),2008,18.0127638036898
Latin America & Caribbean (excluding high income),2007,17.6151552239033
Latin America & Caribbean (excluding high income),2006,17.4942013598222
Latin America & Caribbean (excluding high income),2005,17.6499452465121
Latin America & Caribbean (excluding high income),2004,17.2323680177342
Latin America & Caribbean (excluding high income),2003,16.83195267184
Latin America & Caribbean (excluding high income),2002,16.3288355153191
Latin America & Caribbean (excluding high income),2001,15.9197773823196
Latin America & Caribbean (excluding high income),2000,14.2933542043442
Latin America & Caribbean (excluding high income),1999,12.5196388071044
Latin America & Caribbean (excluding high income),1998,11.1267636071511
Latin America & Caribbean (excluding high income),1997,10.1121846618383
Latin America & Caribbean (excluding high income),1996,9.23641276270523
Latin America & Caribbean (excluding high income),1995,8.45982503288495
Latin America & Caribbean (excluding high income),1994,7.8857446393006
Latin America & Caribbean (excluding high income),1993,7.15190859763034
Latin America & Caribbean (excluding high income),1992,6.6940282493679
Latin America & Caribbean (excluding high income),1991,6.20329703876017
Latin America & Caribbean (excluding high income),1990,5.85956763127499
Latin America & Caribbean (excluding high income),1989,5.56433844339542
Latin America & Caribbean (excluding high income),1988,5.35354651549402
Latin America & Caribbean (excluding high income),1987,5.1226347987495
Latin America & Caribbean (excluding high income),1986,4.93589204821879
Latin America & Caribbean (excluding high income),1985,4.81414413115097
Latin America & Caribbean (excluding high income),1984,4.59608390730727
Latin America & Caribbean (excluding high income),1983,4.3420229408246
Latin America & Caribbean (excluding high income),1982,4.23238715242948
Latin America & Caribbean (excluding high income),1981,3.99361898346115
Latin America & Caribbean (excluding high income),1980,3.85184384368878
Latin America & Caribbean (excluding high income),1979,3.61727713782959
Latin America & Caribbean (excluding high income),1978,3.3752044888585
Latin America & Caribbean (excluding high income),1977,3.08154303105075
Latin America & Caribbean (excluding high income),1976,2.8194205346132
Latin America & Caribbean (excluding high income),1975,2.68090776071272
Latin America & Caribbean (excluding high income),1974,1.91592151479256
Latin America & Caribbean (excluding high income),1973,1.91918794141343
Latin America & Caribbean (excluding high income),1972,1.92246401839814
Latin America & Caribbean (excluding high income),1971,1.92591017459619
Latin America & Caribbean (excluding high income),1970,1.92284882929753
Latin America & Caribbean (excluding high income),1969,1.54601139720237
Latin America & Caribbean (excluding high income),1968,1.55070926714508
Latin America & Caribbean (excluding high income),1967,1.55566911520197
Latin America & Caribbean (excluding high income),1966,1.5607975959537
Latin America & Caribbean (excluding high income),1965,1.54505819919595
Latin America & Caribbean (excluding high income),1964,1.44796151095108
Latin America & Caribbean (excluding high income),1963,1.45338795648459
Latin America & Caribbean (excluding high income),1962,1.45886055786445
Latin America & Caribbean (excluding high income),1961,1.46434329724594
Latin America & Caribbean (excluding high income),1960,1.47773759868073
Latin America & the Caribbean (IDA & IBRD countries),2022,14.0215150174989
Latin America & the Caribbean (IDA & IBRD countries),2021,13.9205688753347
Latin America & the Caribbean (IDA & IBRD countries),2020,14.4069139068111
Latin America & the Caribbean (IDA & IBRD countries),2019,14.7965495428698
Latin America & the Caribbean (IDA & IBRD countries),2018,16.1288851743012
Latin America & the Caribbean (IDA & IBRD countries),2017,16.6208796020955
Latin America & the Caribbean (IDA & IBRD countries),2016,17.4804269064613
Latin America & the Caribbean (IDA & IBRD countries),2015,17.7024746729158
Latin America & the Caribbean (IDA & IBRD countries),2014,17.6742284713536
Latin America & the Caribbean (IDA & IBRD countries),2013,18.0417634303304
Latin America & the Caribbean (IDA & IBRD countries),2012,18.3782608336421
Latin America & the Caribbean (IDA & IBRD countries),2011,18.1980450944721
Latin America & the Caribbean (IDA & IBRD countries),2010,18.1762590034774
Latin America & the Caribbean (IDA & IBRD countries),2009,18.348177550246
Latin America & the Caribbean (IDA & IBRD countries),2008,18.5850808487782
Latin America & the Caribbean (IDA & IBRD countries),2007,18.0112289464376
Latin America & the Caribbean (IDA & IBRD countries),2006,17.753651020745
Latin America & the Caribbean (IDA & IBRD countries),2005,17.849063582892
Latin America & the Caribbean (IDA & IBRD countries),2004,17.4132344333557
Latin America & the Caribbean (IDA & IBRD countries),2003,16.9615186282015
Latin America & the Caribbean (IDA & IBRD countries),2002,16.5496440854782
Latin America & the Caribbean (IDA & IBRD countries),2001,16.1865549997816
Latin America & the Caribbean (IDA & IBRD countries),2000,14.6572508121278
Latin America & the Caribbean (IDA & IBRD countries),1999,13.0046491911429
Latin America & the Caribbean (IDA & IBRD countries),1998,11.7152807461429
Latin America & the Caribbean (IDA & IBRD countries),1997,10.7441977325917
Latin America & the Caribbean (IDA & IBRD countries),1996,9.78242393083238
Latin America & the Caribbean (IDA & IBRD countries),1995,8.95210721416861
Latin America & the Caribbean (IDA & IBRD countries),1994,8.34928482514272
Latin America & the Caribbean (IDA & IBRD countries),1993,7.59655689676613
Latin America & the Caribbean (IDA & IBRD countries),1992,7.06401380518486
Latin America & the Caribbean (IDA & IBRD countries),1991,6.50185957583682
Latin America & the Caribbean (IDA & IBRD countries),1990,6.1143140420076
Latin America & the Caribbean (IDA & IBRD countries),1989,5.78858815788305
Latin America & the Caribbean (IDA & IBRD countries),1988,5.57878105715703
Latin America & the Caribbean (IDA & IBRD countries),1987,5.3370589468272
Latin America & the Caribbean (IDA & IBRD countries),1986,5.16169419616634
Latin America & the Caribbean (IDA & IBRD countries),1985,5.01836345977137
Latin America & the Caribbean (IDA & IBRD countries),1984,4.7648496728716
Latin America & the Caribbean (IDA & IBRD countries),1983,4.4976366959564
Latin America & the Caribbean (IDA & IBRD countries),1982,4.3711725591215
Latin America & the Caribbean (IDA & IBRD countries),1981,4.12551804090847
Latin America & the Caribbean (IDA & IBRD countries),1980,3.9376090741605
Latin America & the Caribbean (IDA & IBRD countries),1979,3.74498784671008
Latin America & the Caribbean (IDA & IBRD countries),1978,3.51330402208857
Latin America & the Caribbean (IDA & IBRD countries),1977,3.21163497672189
Latin America & the Caribbean (IDA & IBRD countries),1976,2.95004201332605
Latin America & the Caribbean (IDA & IBRD countries),1975,2.77562673870581
Latin America & the Caribbean (IDA & IBRD countries),1974,1.9918744197688
Latin America & the Caribbean (IDA & IBRD countries),1973,1.99584601120051
Latin America & the Caribbean (IDA & IBRD countries),1972,1.99989029393427
Latin America & the Caribbean (IDA & IBRD countries),1971,2.00409245298195
Latin America & the Caribbean (IDA & IBRD countries),1970,2.01129542793837
Latin America & the Caribbean (IDA & IBRD countries),1969,1.59119437356309
Latin America & the Caribbean (IDA & IBRD countries),1968,1.59620855439183
Latin America & the Caribbean (IDA & IBRD countries),1967,1.60141554750649
Latin America & the Caribbean (IDA & IBRD countries),1966,1.6067670155957
Latin America & the Caribbean (IDA & IBRD countries),1965,1.61593417849906
Latin America & the Caribbean (IDA & IBRD countries),1964,1.46817978121084
Latin America & the Caribbean (IDA & IBRD countries),1963,1.47370836463466
Latin America & the Caribbean (IDA & IBRD countries),1962,1.47928899486728
Latin America & the Caribbean (IDA & IBRD countries),1961,1.48485993202085
Latin America & the Caribbean (IDA & IBRD countries),1960,1.4992588240255
Least developed countries: UN classification,2022,0.40384152189552
Least developed countries: UN classification,2021,0.635988231409273
Least developed countries: UN classification,2020,0.785072382397907
Least developed countries: UN classification,2019,0.845819616329087
Least developed countries: UN classification,2018,0.735255690390159
Least developed countries: UN classification,2017,0.811774358291888
Least developed countries: UN classification,2016,0.884590197237831
Least developed countries: UN classification,2015,0.856808934057415
Least developed countries: UN classification,2014,0.93983940201324
Least developed countries: UN classification,2013,0.936635861655122
Least developed countries: UN classification,2012,0.967130158972617
Least developed countries: UN classification,2011,0.950097087711204
Least developed countries: UN classification,2010,0.998433909926752
Least developed countries: UN classification,2009,0.953129914536783
Least developed countries: UN classification,2008,0.966497869142711
Least developed countries: UN classification,2007,0.932736063996029
Least developed countries: UN classification,2006,0.922201732071874
Least developed countries: UN classification,2005,0.867870965628568
Least developed countries: UN classification,2004,0.846537971620132
Least developed countries: UN classification,2003,0.762194036805981
Least developed countries: UN classification,2002,0.662891486565217
Least developed countries: UN classification,2001,0.583934524333407
Least developed countries: UN classification,2000,0.527733757742047
Least developed countries: UN classification,1999,0.465490868749284
Least developed countries: UN classification,1998,0.417129482583964
Least developed countries: UN classification,1997,0.374253296581052
Least developed countries: UN classification,1996,0.344934439105456
Least developed countries: UN classification,1995,0.319236671878642
Least developed countries: UN classification,1994,0.302962624460523
Least developed countries: UN classification,1993,0.289206192873414
Least developed countries: UN classification,1992,0.28092809435817
Least developed countries: UN classification,1991,0.276783635043993
Least developed countries: UN classification,1990,0.267838163649221
Least developed countries: UN classification,1989,0.248698437535241
Least developed countries: UN classification,1988,0.240178850618115
Least developed countries: UN classification,1987,0.2330280879136
Least developed countries: UN classification,1986,0.226781044730899
Least developed countries: UN classification,1985,0.214518221410913
Least developed countries: UN classification,1984,0.201044947421535
Least developed countries: UN classification,1983,0.193800152922788
Least developed countries: UN classification,1982,0.186654026473871
Least developed countries: UN classification,1981,0.180990946974289
Least developed countries: UN classification,1980,0.176039883918096
Least developed countries: UN classification,1979,0.159746962501431
Least developed countries: UN classification,1978,0.153429874823727
Least developed countries: UN classification,1977,0.147120447652513
Least developed countries: UN classification,1976,0.14209135456361
Least developed countries: UN classification,1975,0.136773441040337
Least developed countries: UN classification,1974,0.116573037585659
Least developed countries: UN classification,1973,0.11628744130672
Least developed countries: UN classification,1972,0.116001564055807
Least developed countries: UN classification,1971,0.115743144263983
Least developed countries: UN classification,1970,0.119166818832462
Least developed countries: UN classification,1969,
Least developed countries: UN classification,1968,
Least developed countries: UN classification,1967,
Least developed countries: UN classification,1966,
Least developed countries: UN classification,1965,
Least developed countries: UN classification,1964,
Least developed countries: UN classification,1963,
Least developed countries: UN classification,1962,
Least developed countries: UN classification,1961,
Least developed countries: UN classification,1960,
Low & middle income,2022,6.81730983158763
Low & middle income,2021,6.87523250295283
Low & middle income,2020,6.98004055022972
Low & middle income,2019,7.25118171319081
Low & middle income,2018,7.69738063869467
Low & middle income,2017,7.85608921410512
Low & middle income,2016,8.11076242244321
Low & middle income,2015,8.70350518243941
Low & middle income,2014,9.46612768729522
Low & middle income,2013,10.1484196347226
Low & middle income,2012,10.7917519596151
Low & middle income,2011,11.1403090716889
Low & middle income,2010,11.6034985589871
Low & middle income,2009,12.1095887289216
Low & middle income,2008,12.6747384733715
Low & middle income,2007,12.9443725150534
Low & middle income,2006,12.9144351070102
Low & middle income,2005,12.7327647693148
Low & middle income,2004,11.8164221939224
Low & middle income,2003,10.5146499950168
Low & middle income,2002,9.4930809219801
Low & middle income,2001,8.64785809629704
Low & middle income,2000,7.5999776733956
Low & middle income,1999,6.52776157785104
Low & middle income,1998,5.75953882570554
Low & middle income,1997,5.13205292389551
Low & middle income,1996,4.52400829052834
Low & middle income,1995,3.96155109314927
Low & middle income,1994,3.45614779078376
Low & middle income,1993,3.03466561205838
Low & middle income,1992,2.7316959382015
Low & middle income,1991,2.50953395653323
Low & middle income,1990,2.32775780839502
Low & middle income,1989,2.17427603845152
Low & middle income,1988,2.03927817763397
Low & middle income,1987,1.90405529267054
Low & middle income,1986,1.79923715016087
Low & middle income,1985,1.69994153701425
Low & middle income,1984,1.60306544973311
Low & middle income,1983,1.51585412434192
Low & middle income,1982,1.43305714153371
Low & middle income,1981,1.38285781212149
Low & middle income,1980,1.31979718237753
Low & middle income,1979,1.23665045799384
Low & middle income,1978,1.1409787727479
Low & middle income,1977,1.06148317232626
Low & middle income,1976,0.971190392452096
Low & middle income,1975,0.909672799073179
Low & middle income,1974,
Low & middle income,1973,
Low & middle income,1972,
Low & middle income,1971,
Low & middle income,1970,
Low & middle income,1969,
Low & middle income,1968,
Low & middle income,1967,
Low & middle income,1966,
Low & middle income,1965,
Low & middle income,1964,
Low & middle income,1963,
Low & middle income,1962,
Low & middle income,1961,
Low & middle income,1960,
Low income,2022,
Low income,2021,1.09459736629574
Low income,2020,1.14847202345121
Low income,2019,1.21387221019921
Low income,2018,0.866919867926056
Low income,2017,1.27401249736939
Low income,2016,1.42472043197043
Low income,2015,1.41111415193075
Low income,2014,1.52022724970424
Low income,2013,1.67865325903755
Low income,2012,1.74359412013705
Low income,2011,1.81000768958665
Low income,2010,1.81465797541067
Low income,2009,1.81586391010613
Low income,2008,1.88582443996571
Low income,2007,1.8777563633245
Low income,2006,1.80237563216433
Low income,2005,1.69512044681594
Low income,2004,1.72287088834347
Low income,2003,1.5363448353465
Low income,2002,1.33345124405761
Low income,2001,1.16623874494316
Low income,2000,1.00044453473842
Low income,1999,0.926324920618308
Low income,1998,0.862669023094486
Low income,1997,0.800663599225652
Low income,1996,0.776421017908645
Low income,1995,0.701033694265265
Low income,1994,0.618049416958357
Low income,1993,0.582907485912164
Low income,1992,0.575361789502486
Low income,1991,0.580256130460946
Low income,1990,0.580528140819601
Low income,1989,0.568938585410131
Low income,1988,0.568362703286399
Low income,1987,0.57218326822686
Low income,1986,0.5753332692448
Low income,1985,0.570000025445665
Low income,1984,0.563022144335425
Low income,1983,0.544580011743754
Low income,1982,0.340047856671975
Low income,1981,0.318617899269387
Low income,1980,0.305682819431996
Low income,1979,0.280796007169666
Low income,1978,0.26576053459849
Low income,1977,0.24785705324864
Low income,1976,0.236025378658603
Low income,1975,0.233824982998555
Low income,1974,0.180072364625311
Low income,1973,0.179540591611696
Low income,1972,0.178968249882729
Low income,1971,0.178392535824129
Low income,1970,0.187179041277659
Low income,1969,0.15525288025276
Low income,1968,0.154788090483483
Low income,1967,0.154329569888987
Low income,1966,0.153862294704993
Low income,1965,
Low income,1964,
Low income,1963,
Low income,1962,
Low income,1961,
Low income,1960,
Lower middle income,2022,3.31135711925545
Lower middle income,2021,3.31437289757956
Lower middle income,2020,3.24606592356918
Lower middle income,2019,3.28711369745985
Lower middle income,2018,3.39786197947003
Lower middle income,2017,3.46663146315425
Lower middle income,2016,3.62865078648043
Lower middle income,2015,3.76924663460086
Lower middle income,2014,3.90044230887141
Lower middle income,2013,4.15339815876057
Lower middle income,2012,4.46855718720348
Lower middle income,2011,4.62557009282624
Lower middle income,2010,4.93813513387707
Lower middle income,2009,5.24397630203184
Lower middle income,2008,5.19221730961381
Lower middle income,2007,5.06110620859622
Lower middle income,2006,4.92651740344453
Lower middle income,2005,4.9745867571194
Lower middle income,2004,4.87949243004729
Lower middle income,2003,4.36455763277994
Lower middle income,2002,4.19322545335085
Lower middle income,2001,3.91532178550377
Lower middle income,2000,3.52579286468123
Lower middle income,1999,3.14903826283404
Lower middle income,1998,2.79786230951809
Lower middle income,1997,2.50471390673451
Lower middle income,1996,2.26463947797527
Lower middle income,1995,2.00671531754701
Lower middle income,1994,1.80384803445772
Lower middle income,1993,1.62701115341518
Lower middle income,1992,1.48264052568938
Lower middle income,1991,1.37497931649287
Lower middle income,1990,1.28085895194009
Lower middle income,1989,1.21485295401321
Lower middle income,1988,1.13969102551705
Lower middle income,1987,1.07666501579815
Lower middle income,1986,1.03107026894791
Lower middle income,1985,0.972715104205265
Lower middle income,1984,0.913366013837446
Lower middle income,1983,0.872872987715767
Lower middle income,1982,0.829253444699616
Lower middle income,1981,0.814623315543948
Lower middle income,1980,0.81049606722167
Lower middle income,1979,0.75744989587217
Lower middle income,1978,0.726398876295187
Lower middle income,1977,0.694338170372758
Lower middle income,1976,0.658569930480784
Lower middle income,1975,0.619568918403782
Lower middle income,1974,0.416811197994226
Lower middle income,1973,0.419377857559332
Lower middle income,1972,0.421908231082307
Lower middle income,1971,0.424447516986659
Lower middle income,1970,0.465257956102697
Lower middle income,1969,0.358306089729324
Lower middle income,1968,0.360399340567745
Lower middle income,1967,0.362408438430831
Lower middle income,1966,0.364310559389616
Lower middle income,1965,0.385854381361037
Lower middle income,1964,0.289552575922979
Lower middle income,1963,0.290718109780744
Lower middle income,1962,0.29176932979265
Lower middle income,1961,0.292734316709558
Lower middle income,1960,0.294510499386916
Middle East & North Africa,2022,17.3409973902828
Middle East & North Africa,2021,15.2456927858353
Middle East & North Africa,2020,14.8839383603461
Middle East & North Africa,2019,14.6156397508879
Middle East & North Africa,2018,15.486939231122
Middle East & North Africa,2017,14.815643426
Middle East & North Africa,2016,14.6915127851822
Middle East & North Africa,2015,14.5173829246677
Middle East & North Africa,2014,14.7680301800953
Middle East & North Africa,2013,15.5569586405643
Middle East & North Africa,2012,16.1486639670986
Middle East & North Africa,2011,16.2051157818152
Middle East & North Africa,2010,16.0204835011306
Middle East & North Africa,2009,16.2893173830632
Middle East & North Africa,2008,16.4741298105673
Middle East & North Africa,2007,16.2077501592473
Middle East & North Africa,2006,15.5762889702293
Middle East & North Africa,2005,14.858026760352
Middle East & North Africa,2004,13.4669154095482
Middle East & North Africa,2003,12.9288777890789
Middle East & North Africa,2002,11.9067822537779
Middle East & North Africa,2001,10.7996738799778
Middle East & North Africa,2000,9.98142558679594
Middle East & North Africa,1999,9.27744313869858
Middle East & North Africa,1998,8.46579775847412
Middle East & North Africa,1997,7.76525602265461
Middle East & North Africa,1996,7.22056368300695
Middle East & North Africa,1995,6.66584928243801
Middle East & North Africa,1994,6.12794001577393
Middle East & North Africa,1993,5.63221044475501
Middle East & North Africa,1992,5.20390823460915
Middle East & North Africa,1991,4.80755903547819
Middle East & North Africa,1990,4.52629203278544
Middle East & North Africa,1989,4.27641007678655
Middle East & North Africa,1988,4.08711638858957
Middle East & North Africa,1987,3.88915703649212
Middle East & North Africa,1986,3.68399195638057
Middle East & North Africa,1985,3.44500259754494
Middle East & North Africa,1984,3.16610977546773
Middle East & North Africa,1983,3.01516488350737
Middle East & North Africa,1982,2.83848560766785
Middle East & North Africa,1981,2.52440785790361
Middle East & North Africa,1980,2.68686849157534
Middle East & North Africa,1979,2.23791504978369
Middle East & North Africa,1978,2.09594465292591
Middle East & North Africa,1977,1.99075870209547
Middle East & North Africa,1976,1.91576281617159
Middle East & North Africa,1975,1.78016827326132
Middle East & North Africa,1974,1.20979923422836
Middle East & North Africa,1973,1.20659904302168
Middle East & North Africa,1972,1.20300169707642
Middle East & North Africa,1971,1.19968136502933
Middle East & North Africa,1970,1.2093095240642
Middle East & North Africa,1969,0.939661907391115
Middle East & North Africa,1968,0.939332496778252
Middle East & North Africa,1967,0.93923382569094
Middle East & North Africa,1966,0.938937892836664
Middle East & North Africa,1965,
Middle East & North Africa,1964,0.780028288241105
Middle East & North Africa,1963,0.779118965475977
Middle East & North Africa,1962,0.778062449790706
Middle East & North Africa,1961,0.77698584256024
Middle East & North Africa,1960,0.777724934206494
Middle East & North Africa (excluding high income),2022,16.3523925916008
Middle East & North Africa (excluding high income),2021,14.237326538973
Middle East & North Africa (excluding high income),2020,14.0114223726076
Middle East & North Africa (excluding high income),2019,13.8320731176131
Middle East & North Africa (excluding high income),2018,14.7338925555864
Middle East & North Africa (excluding high income),2017,14.1453911876954
Middle East & North Africa (excluding high income),2016,14.052435316527
Middle East & North Africa (excluding high income),2015,13.9122357876396
Middle East & North Africa (excluding high income),2014,13.9245906554538
Middle East & North Africa (excluding high income),2013,14.7249175458577
Middle East & North Africa (excluding high income),2012,15.3599801918491
Middle East & North Africa (excluding high income),2011,15.4906028895672
Middle East & North Africa (excluding high income),2010,15.4781806832088
Middle East & North Africa (excluding high income),2009,15.6634601496976
Middle East & North Africa (excluding high income),2008,15.7924716445416
Middle East & North Africa (excluding high income),2007,15.4888777376102
Middle East & North Africa (excluding high income),2006,14.7094375164914
Middle East & North Africa (excluding high income),2005,13.8641315714644
Middle East & North Africa (excluding high income),2004,12.2904179890994
Middle East & North Africa (excluding high income),2003,11.6978598144051
Middle East & North Africa (excluding high income),2002,10.4985311616272
Middle East & North Africa (excluding high income),2001,9.25500869315005
Middle East & North Africa (excluding high income),2000,8.39937078755684
Middle East & North Africa (excluding high income),1999,7.692842749188
Middle East & North Africa (excluding high income),1998,6.97582759121406
Middle East & North Africa (excluding high income),1997,6.33367402729096
Middle East & North Africa (excluding high income),1996,5.80014304493063
Middle East & North Africa (excluding high income),1995,5.27692407785977
Middle East & North Africa (excluding high income),1994,4.75720126868923
Middle East & North Africa (excluding high income),1993,4.2918057612062
Middle East & North Africa (excluding high income),1992,3.88995563582711
Middle East & North Africa (excluding high income),1991,3.51130461871986
Middle East & North Africa (excluding high income),1990,3.31026305531177
Middle East & North Africa (excluding high income),1989,3.11892861806316
Middle East & North Africa (excluding high income),1988,2.95987507845021
Middle East & North Africa (excluding high income),1987,2.81256710389284
Middle East & North Africa (excluding high income),1986,2.64458071764079
Middle East & North Africa (excluding high income),1985,2.43504546237297
Middle East & North Africa (excluding high income),1984,2.16602724616727
Middle East & North Africa (excluding high income),1983,2.04714930484361
Middle East & North Africa (excluding high income),1982,1.92516394884632
Middle East & North Africa (excluding high income),1981,1.69190616238868
Middle East & North Africa (excluding high income),1980,1.75698347755562
Middle East & North Africa (excluding high income),1979,1.4853140480285
Middle East & North Africa (excluding high income),1978,1.43580957043462
Middle East & North Africa (excluding high income),1977,1.38936421165855
Middle East & North Africa (excluding high income),1976,1.3436183190509
Middle East & North Africa (excluding high income),1975,1.23364514062116
Middle East & North Africa (excluding high income),1974,0.852498178568928
Middle East & North Africa (excluding high income),1973,0.852143212229527
Middle East & North Africa (excluding high income),1972,0.851788384727085
Middle East & North Africa (excluding high income),1971,0.851435589655765
Middle East & North Africa (excluding high income),1970,0.862083854970707
Middle East & North Africa (excluding high income),1969,0.763343860925343
Middle East & North Africa (excluding high income),1968,0.7629074999683
Middle East & North Africa (excluding high income),1967,0.762433794508492
Middle East & North Africa (excluding high income),1966,0.761983053643499
Middle East & North Africa (excluding high income),1965,
Middle East & North Africa (excluding high income),1964,0.696946244365295
Middle East & North Africa (excluding high income),1963,0.696708724746655
Middle East & North Africa (excluding high income),1962,0.696537265580563
Middle East & North Africa (excluding high income),1961,0.696361911171118
Middle East & North Africa (excluding high income),1960,0.697098035981407
Middle East & North Africa (IDA & IBRD countries),2022,16.3523925916008
Middle East & North Africa (IDA & IBRD countries),2021,14.2996766264661
Middle East & North Africa (IDA & IBRD countries),2020,14.0724440286664
Middle East & North Africa (IDA & IBRD countries),2019,13.8874316668245
Middle East & North Africa (IDA & IBRD countries),2018,14.8030842958813
Middle East & North Africa (IDA & IBRD countries),2017,14.195822986752
Middle East & North Africa (IDA & IBRD countries),2016,14.1100708693733
Middle East & North Africa (IDA & IBRD countries),2015,13.9720480171033
Middle East & North Africa (IDA & IBRD countries),2014,13.9828543088133
Middle East & North Africa (IDA & IBRD countries),2013,14.7903736246857
Middle East & North Africa (IDA & IBRD countries),2012,15.4331379861999
Middle East & North Africa (IDA & IBRD countries),2011,15.5658289531911
Middle East & North Africa (IDA & IBRD countries),2010,15.5569465675516
Middle East & North Africa (IDA & IBRD countries),2009,15.7390723829035
Middle East & North Africa (IDA & IBRD countries),2008,15.8703217636783
Middle East & North Africa (IDA & IBRD countries),2007,15.5615869987287
Middle East & North Africa (IDA & IBRD countries),2006,14.7783371454514
Middle East & North Africa (IDA & IBRD countries),2005,13.9156550686704
Middle East & North Africa (IDA & IBRD countries),2004,12.343048589659
Middle East & North Africa (IDA & IBRD countries),2003,11.7514265793303
Middle East & North Africa (IDA & IBRD countries),2002,10.5372351128441
Middle East & North Africa (IDA & IBRD countries),2001,9.27283460036858
Middle East & North Africa (IDA & IBRD countries),2000,8.39886760398384
Middle East & North Africa (IDA & IBRD countries),1999,7.69929999164664
Middle East & North Africa (IDA & IBRD countries),1998,6.99137289372136
Middle East & North Africa (IDA & IBRD countries),1997,6.36044845591299
Middle East & North Africa (IDA & IBRD countries),1996,5.82925087101797
Middle East & North Africa (IDA & IBRD countries),1995,5.29975303029553
Middle East & North Africa (IDA & IBRD countries),1994,4.77347820813762
Middle East & North Africa (IDA & IBRD countries),1993,4.30310822420679
Middle East & North Africa (IDA & IBRD countries),1992,3.89663779308833
Middle East & North Africa (IDA & IBRD countries),1991,3.51130461871986
Middle East & North Africa (IDA & IBRD countries),1990,3.31026305531177
Middle East & North Africa (IDA & IBRD countries),1989,3.11892861806316
Middle East & North Africa (IDA & IBRD countries),1988,2.95987507845021
Middle East & North Africa (IDA & IBRD countries),1987,2.81256710389284
Middle East & North Africa (IDA & IBRD countries),1986,2.64458071764079
Middle East & North Africa (IDA & IBRD countries),1985,2.43504546237297
Middle East & North Africa (IDA & IBRD countries),1984,2.16602724616727
Middle East & North Africa (IDA & IBRD countries),1983,2.04714930484361
Middle East & North Africa (IDA & IBRD countries),1982,1.92516394884632
Middle East & North Africa (IDA & IBRD countries),1981,1.69190616238868
Middle East & North Africa (IDA & IBRD countries),1980,1.75698347755562
Middle East & North Africa (IDA & IBRD countries),1979,1.4853140480285
Middle East & North Africa (IDA & IBRD countries),1978,1.43580957043462
Middle East & North Africa (IDA & IBRD countries),1977,1.38936421165855
Middle East & North Africa (IDA & IBRD countries),1976,1.3436183190509
Middle East & North Africa (IDA & IBRD countries),1975,1.23364514062116
Middle East & North Africa (IDA & IBRD countries),1974,0.852498178568928
Middle East & North Africa (IDA & IBRD countries),1973,0.852143212229527
Middle East & North Africa (IDA & IBRD countries),1972,0.851788384727085
Middle East & North Africa (IDA & IBRD countries),1971,0.851435589655765
Middle East & North Africa (IDA & IBRD countries),1970,0.862083854970707
