Country,Year,Total Labour Force
Portugal,2013,5283.075
Portugal,2014,5224.325
Portugal,2015,5193.9
Portugal,2016,5177.475
Portugal,2017,5218.225
Portugal,2018,5232.0
Portugal,2019,5251.575
Portugal,2020,5163.975
Portugal,2021,5117.525
Portugal,2022,5200.475
Portugal,1990,4884.0
Portugal,1991,4774.0
Portugal,1992,4689.6
Portugal,1993,4674.5
Portugal,1994,4731.6
Portugal,1995,4719.2
Portugal,1996,4752.6
Portugal,1997,4814.7
Portugal,1998,5106.625
Portugal,1999,5157.7
Portugal,2000,5251.45
Portugal,2001,5341.95
Portugal,2002,5413.5
Portugal,2003,5432.875
Portugal,2004,5420.075
Portugal,2005,5461.1
Portugal,2006,5498.675
Portugal,2007,5531.925
Portugal,2008,5533.925
Portugal,2009,5485.875
Portugal,2010,5489.075
Portugal,2011,5426.35
Portugal,2012,5381.25
Portugal,2013,5283.075
Portugal,2014,5224.325
Portugal,2015,5193.9
Portugal,2016,5177.475
Portugal,2017,5218.225
Portugal,2018,5232.0
Portugal,2019,5251.575
Portugal,2020,5163.975
Portugal,2021,5117.525
Portugal,2022,5200.475
Portugal,1990,4884.0
Portugal,1991,4774.0
Portugal,1992,4689.6
Portugal,1993,4674.5
Portugal,1994,4731.6
Portugal,1995,4719.2
Portugal,1996,4752.6
Portugal,1997,4814.7
Portugal,1998,5106.625
Portugal,1999,5157.7
Portugal,2000,5251.45
Portugal,2001,5341.95
Portugal,2002,5413.5
Portugal,2003,5432.875
Portugal,2004,5420.075
Portugal,2005,5461.1
Portugal,2006,5498.675
Portugal,2007,5531.925
Portugal,2008,5533.925
Portugal,2009,5485.875
Portugal,2010,5489.075
Portugal,2011,5426.35
Portugal,2012,5381.25
Portugal,2013,5283.075
Portugal,2014,5224.325
Portugal,2015,5193.9
Portugal,2016,5177.475
Portugal,2017,5218.225
Portugal,2018,5232.0
Portugal,2019,5251.575
Portugal,2020,5163.975
Portugal,2021,5117.525
Portugal,2022,5200.475
Portugal,1990,4884.0
Portugal,1991,4774.0
Portugal,1992,4689.6
Portugal,1993,4674.5
Portugal,1994,4731.6
Portugal,1995,4719.2
Portugal,1996,4752.6
Portugal,1997,4814.7
Portugal,1998,5106.625
Portugal,1999,5157.7
Portugal,2000,5251.45
Portugal,2001,5341.95
Portugal,2002,5413.5
Portugal,2003,5432.875
Portugal,2004,5420.075
Portugal,2005,5461.1
Portugal,2006,5498.675
Portugal,2007,5531.925
Portugal,2008,5533.925
Portugal,2009,5485.875
Portugal,2010,5489.075
Portugal,2011,5426.35
Portugal,2012,5381.25
Portugal,2013,5283.075
Portugal,2014,5224.325
Portugal,2015,5193.9
Portugal,2016,5177.475
Portugal,2017,5218.225
Portugal,2018,5232.0
Portugal,2019,5251.575
Portugal,2020,5163.975
Portugal,2021,5117.525
Portugal,2022,5200.475
Portugal,1990,4884.0
Portugal,1991,4774.0
Portugal,1992,4689.6
Portugal,1993,4674.5
Portugal,1994,4731.6
Portugal,1995,4719.2
Portugal,1996,4752.6
Portugal,1997,4814.7
Portugal,1998,5106.625
Portugal,1999,5157.7
Portugal,2000,5251.45
Portugal,2001,5341.95
Portugal,2002,5413.5
Portugal,2003,5432.875
Portugal,2004,5420.075
Portugal,2005,5461.1
Portugal,2006,5498.675
Portugal,2007,5531.925
Portugal,2008,5533.925
Portugal,2009,5485.875
Portugal,2010,5489.075
Portugal,2011,5426.35
Portugal,2012,5381.25
Portugal,2013,5283.075
Portugal,2014,5224.325
Portugal,2015,5193.9
Portugal,2016,5177.475
Portugal,2017,5218.225
Portugal,2018,5232.0
Portugal,2019,5251.575
Portugal,2020,5163.975
Portugal,2021,5117.525
Portugal,2022,5200.475
Portugal,1990,4884.0
Portugal,1991,4774.0
Portugal,1992,4689.6
Portugal,1993,4674.5
Portugal,1994,4731.6
Portugal,1995,4719.2
Portugal,1996,4752.6
Portugal,1997,4814.7
Portugal,1998,5106.625
Portugal,1999,5157.7
Portugal,2000,5251.45
Portugal,2001,5341.95
Portugal,2002,5413.5
Portugal,2003,5432.875
Portugal,2004,5420.075
Portugal,2005,5461.1
Portugal,2006,5498.675
Portugal,2007,5531.925
Portugal,2008,5533.925
Portugal,2009,5485.875
Portugal,2010,5489.075
Portugal,2011,5426.35
Portugal,2012,5381.25
Portugal,2013,5283.075
Portugal,2014,5224.325
Portugal,2015,5193.9
Portugal,2016,5177.475
Portugal,2017,5218.225
Portugal,2018,5232.0
Portugal,2019,5251.575
Portugal,2020,5163.975
Portugal,2021,5117.525
Portugal,2022,5200.475
Portugal,1990,4884.0
Portugal,1991,4774.0
Portugal,1992,4689.6
Portugal,1993,4674.5
Portugal,1994,4731.6
Portugal,1995,4719.2
Portugal,1996,4752.6
Portugal,1997,4814.7
Portugal,1998,5106.625
Portugal,1999,5157.7
Portugal,2000,5251.45
Portugal,2001,5341.95
Portugal,2002,5413.5
Portugal,2003,5432.875
Portugal,2004,5420.075
Portugal,2005,5461.1
Portugal,2006,5498.675
Portugal,2007,5531.925
Portugal,2008,5533.925
Portugal,2009,5485.875
Portugal,2010,5489.075
Portugal,2011,5426.35
Portugal,2012,5381.25
Portugal,2013,5283.075
Portugal,2014,5224.325
Portugal,2015,5193.9
Portugal,2016,5177.475
Portugal,2017,5218.225
Portugal,2018,5232.0
Portugal,2019,5251.575
Portugal,2020,5163.975
Portugal,2021,5117.525
Portugal,2022,5200.475
Portugal,1990,4884.0
Portugal,1991,4774.0
Portugal,1992,4689.6
Portugal,1993,4674.5
Portugal,1994,4731.6
Portugal,1995,4719.2
Portugal,1996,4752.6
Portugal,1997,4814.7
Portugal,1998,5106.625
Portugal,1999,5157.7
Portugal,2000,5251.45
Portugal,2001,5341.95
Portugal,2002,5413.5
Portugal,2003,5432.875
Portugal,2004,5420.075
Portugal,2005,5461.1
Portugal,2006,5498.675
Portugal,2007,5531.925
Portugal,2008,5533.925
Portugal,2009,5485.875
Portugal,2010,5489.075
Portugal,2011,5426.35
Portugal,2012,5381.25
Portugal,2013,5283.075
Portugal,2014,5224.325
Portugal,2015,5193.9
Portugal,2016,5177.475
Portugal,2017,5218.225
Portugal,2018,5232.0
Portugal,2019,5251.575
Portugal,2020,5163.975
Portugal,2021,5117.525
Portugal,2022,5200.475
Portugal,1990,4884.0
Portugal,1991,4774.0
Portugal,1992,4689.6
Portugal,1993,4674.5
Portugal,1994,4731.6
Portugal,1995,4719.2
Portugal,1996,4752.6
Portugal,1997,4814.7
Portugal,1998,5106.625
Portugal,1999,5157.7
Portugal,2000,5251.45
Portugal,2001,5341.95
Portugal,2002,5413.5
Portugal,2003,5432.875
Portugal,2004,5420.075
Portugal,2005,5461.1
Portugal,2006,5498.675
Portugal,2007,5531.925
Portugal,2008,5533.925
Portugal,2009,5485.875
Portugal,2010,5489.075
Portugal,2011,5426.35
Portugal,2012,5381.25
Portugal,2013,5283.075
Portugal,2014,5224.325
Portugal,2015,5193.9
Portugal,2016,5177.475
Portugal,2017,5218.225
Portugal,2018,5232.0
Portugal,2019,5251.575
Portugal,2020,5163.975
Portugal,2021,5117.525
Portugal,2022,5200.475
Portugal,1990,4884.0
Portugal,1991,4774.0
Portugal,1992,4689.6
Portugal,1993,4674.5
Portugal,1994,4731.6
Portugal,1995,4719.2
Portugal,1996,4752.6
Portugal,1997,4814.7
Portugal,1998,5106.625
Portugal,1999,5157.7
Portugal,2000,5251.45
Portugal,2001,5341.95
Portugal,2002,5413.5
Portugal,2003,5432.875
Portugal,2004,5420.075
Portugal,2005,5461.1
Portugal,2006,5498.675
Portugal,2007,5531.925
Portugal,2008,5533.925
Portugal,2009,5485.875
Portugal,2010,5489.075
Portugal,2011,5426.35
Portugal,2012,5381.25
Portugal,2013,5283.075
Portugal,2014,5224.325
Portugal,2015,5193.9
Portugal,2016,5177.475
Portugal,2017,5218.225
Portugal,2018,5232.0
Portugal,2019,5251.575
Portugal,2020,5163.975
Portugal,2021,5117.525
Portugal,2022,5200.475
Russia,1992,75060.0
Russia,1993,72850.0
Russia,1994,70599.0
Russia,1995,70740.0
Russia,1996,69740.0
Russia,1997,68273.0
Russia,1998,67402.0
Russia,1999,72380.25
Russia,2000,72770.0
Russia,2001,71546.75
Russia,2002,72357.25
Russia,2003,72391.5
Russia,2004,72949.5
Russia,2005,73431.7
Russia,2006,74166.9
Russia,2007,75158.97
Russia,2008,75756.56
Russia,2009,75708.25
Russia,2010,75439.75
Russia,2011,75779.02
Russia,2012,75676.08
Russia,2013,75528.91
Russia,2014,75428.41
Russia,2015,76587.55
Russia,2016,76636.12
Russia,2017,76168.82
Russia,2018,76077.26
Russia,2019,75287.27
Russia,2020,74832.77
Russia,2021,75276.52
Russia,1992,75060.0
Russia,1993,72850.0
Russia,1994,70599.0
Russia,1995,70740.0
Russia,1996,69740.0
Russia,1997,68273.0
Russia,1998,67402.0
Russia,1999,72380.25
Russia,2000,72770.0
Russia,2001,71546.75
Russia,2002,72357.25
Russia,2003,72391.5
Russia,2004,72949.5
Russia,2005,73431.7
Russia,2006,74166.9
Russia,2007,75158.97
Russia,2008,75756.56
Russia,2009,75708.25
Russia,2010,75439.75
Russia,2011,75779.02
Russia,2012,75676.08
Russia,2013,75528.91
Russia,2014,75428.41
Russia,2015,76587.55
Russia,2016,76636.12
Russia,2017,76168.82
Russia,2018,76077.26
Russia,2019,75287.27
Russia,2020,74832.77
Russia,2021,75276.52
Russia,1992,75060.0
Russia,1993,72850.0
Russia,1994,70599.0
Russia,1995,70740.0
Russia,1996,69740.0
Russia,1997,68273.0
Russia,1998,67402.0
Russia,1999,72380.25
Russia,2000,72770.0
Russia,2001,71546.75
Russia,2002,72357.25
Russia,2003,72391.5
Russia,2004,72949.5
Russia,2005,73431.7
Russia,2006,74166.9
Russia,2007,75158.97
Russia,2008,75756.56
Russia,2009,75708.25
Russia,2010,75439.75
Russia,2011,75779.02
Russia,2012,75676.08
Russia,2013,75528.91
Russia,2014,75428.41
Russia,2015,76587.55
Russia,2016,76636.12
Russia,2017,76168.82
Russia,2018,76077.26
Russia,2019,75287.27
Russia,2020,74832.77
Russia,2021,75276.52
Russia,1992,75060.0
Russia,1993,72850.0
Russia,1994,70599.0
Russia,1995,70740.0
Russia,1996,69740.0
Russia,1997,68273.0
Russia,1998,67402.0
Russia,1999,72380.25
Russia,2000,72770.0
Russia,2001,71546.75
Russia,2002,72357.25
Russia,2003,72391.5
Russia,2004,72949.5
Russia,2005,73431.7
Russia,2006,74166.9
Russia,2007,75158.97
Russia,2008,75756.56
Russia,2009,75708.25
Russia,2010,75439.75
Russia,2011,75779.02
Russia,2012,75676.08
Russia,2013,75528.91
Russia,2014,75428.41
Russia,2015,76587.55
Russia,2016,76636.12
Russia,2017,76168.82
Russia,2018,76077.26
Russia,2019,75287.27
Russia,2020,74832.77
Russia,2021,75276.52
Russia,1992,75060.0
Russia,1993,72850.0
Russia,1994,70599.0
Russia,1995,70740.0
Russia,1996,69740.0
Russia,1997,68273.0
Russia,1998,67402.0
Russia,1999,72380.25
Russia,2000,72770.0
Russia,2001,71546.75
Russia,2002,72357.25
Russia,2003,72391.5
Russia,2004,72949.5
Russia,2005,73431.7
Russia,2006,74166.9
Russia,2007,75158.97
Russia,2008,75756.56
Russia,2009,75708.25
Russia,2010,75439.75
Russia,2011,75779.02
Russia,2012,75676.08
Russia,2013,75528.91
Russia,2014,75428.41
Russia,2015,76587.55
Russia,2016,76636.12
Russia,2017,76168.82
Russia,2018,76077.26
Russia,2019,75287.27
Russia,2020,74832.77
Russia,2021,75276.52
Russia,1992,75060.0
Russia,1993,72850.0
Russia,1994,70599.0
Russia,1995,70740.0
Russia,1996,69740.0
Russia,1997,68273.0
Russia,1998,67402.0
Russia,1999,72380.25
Russia,2000,72770.0
Russia,2001,71546.75
Russia,2002,72357.25
Russia,2003,72391.5
Russia,2004,72949.5
Russia,2005,73431.7
Russia,2006,74166.9
Russia,2007,75158.97
Russia,2008,75756.56
Russia,2009,75708.25
Russia,2010,75439.75
Russia,2011,75779.02
Russia,2012,75676.08
Russia,2013,75528.91
Russia,2014,75428.41
Russia,2015,76587.55
Russia,2016,76636.12
Russia,2017,76168.82
Russia,2018,76077.26
Russia,2019,75287.27
Russia,2020,74832.77
Russia,2021,75276.52
Russia,1992,75060.0
Russia,1993,72850.0
Russia,1994,70599.0
Russia,1995,70740.0
Russia,1996,69740.0
Russia,1997,68273.0
Russia,1998,67402.0
Russia,1999,72380.25
Russia,2000,72770.0
Russia,2001,71546.75
Russia,2002,72357.25
Russia,2003,72391.5
Russia,2004,72949.5
Russia,2005,73431.7
Russia,2006,74166.9
Russia,2007,75158.97
Russia,2008,75756.56
Russia,2009,75708.25
Russia,2010,75439.75
Russia,2011,75779.02
Russia,2012,75676.08
Russia,2013,75528.91
Russia,2014,75428.41
Russia,2015,76587.55
Russia,2016,76636.12
Russia,2017,76168.82
Russia,2018,76077.26
Russia,2019,75287.27
Russia,2020,74832.77
Russia,2021,75276.52
Russia,1992,75060.0
Russia,1993,72850.0
Russia,1994,70599.0
Russia,1995,70740.0
Russia,1996,69740.0
Russia,1997,68273.0
Russia,1998,67402.0
Russia,1999,72380.25
Russia,2000,72770.0
Russia,2001,71546.75
Russia,2002,72357.25
Russia,2003,72391.5
Russia,2004,72949.5
Russia,2005,73431.7
Russia,2006,74166.9
Russia,2007,75158.97
Russia,2008,75756.56
Russia,2009,75708.25
Russia,2010,75439.75
Russia,2011,75779.02
Russia,2012,75676.08
Russia,2013,75528.91
Russia,2014,75428.41
Russia,2015,76587.55
Russia,2016,76636.12
Russia,2017,76168.82
Russia,2018,76077.26
Russia,2019,75287.27
Russia,2020,74832.77
Russia,2021,75276.52
Russia,1992,75060.0
Russia,1993,72850.0
Russia,1994,70599.0
Russia,1995,70740.0
Russia,1996,69740.0
Russia,1997,68273.0
Russia,1998,67402.0
Russia,1999,72380.25
Russia,2000,72770.0
Russia,2001,71546.75
Russia,2002,72357.25
Russia,2003,72391.5
Russia,2004,72949.5
Russia,2005,73431.7
Russia,2006,74166.9
Russia,2007,75158.97
Russia,2008,75756.56
Russia,2009,75708.25
Russia,2010,75439.75
Russia,2011,75779.02
Russia,2012,75676.08
Russia,2013,75528.91
Russia,2014,75428.41
Russia,2015,76587.55
Russia,2016,76636.12
Russia,2017,76168.82
Russia,2018,76077.26
Russia,2019,75287.27
Russia,2020,74832.77
Russia,2021,75276.52
Russia,1992,75060.0
Russia,1993,72850.0
Russia,1994,70599.0
Russia,1995,70740.0
Russia,1996,69740.0
Russia,1997,68273.0
Russia,1998,67402.0
Russia,1999,72380.25
Russia,2000,72770.0
Russia,2001,71546.75
Russia,2002,72357.25
Russia,2003,72391.5
Russia,2004,72949.5
Russia,2005,73431.7
Russia,2006,74166.9
Russia,2007,75158.97
Russia,2008,75756.56
Russia,2009,75708.25
Russia,2010,75439.75
Russia,2011,75779.02
Russia,2012,75676.08
Russia,2013,75528.91
Russia,2014,75428.41
Russia,2015,76587.55
Russia,2016,76636.12
Russia,2017,76168.82
Russia,2018,76077.26
Russia,2019,75287.27
Russia,2020,74832.77
Russia,2021,75276.52
Slovakia,1994,2443.975
Slovakia,1995,2470.775
Slovakia,1996,2509.125
Slovakia,1997,2503.125
Slovakia,1998,2515.575
Slovakia,1999,2548.55
Slovakia,2000,2586.5
Slovakia,2001,2628.55
Slovakia,2002,2610.675
Slovakia,2003,2621.925
Slovakia,2004,2650.75
Slovakia,2005,2645.25
Slovakia,2006,2657.7
Slovakia,2007,2653.375
Slovakia,2008,2689.45
Slovakia,2009,2689.775
Slovakia,2010,2706.7
Slovakia,2011,2680.3
Slovakia,2012,2706.95
Slovakia,2013,2715.4
Slovakia,2014,2721.925
Slovakia,2015,2738.4
Slovakia,2016,2758.9
Slovakia,2017,2754.65
Slovakia,2018,2746.25
Slovakia,2019,2741.4
Slovakia,2020,2712.5
Slovakia,2021,2748.15
Slovakia,2022,2774.35
Slovakia,1994,2443.975
Slovakia,1995,2470.775
Slovakia,1996,2509.125
Slovakia,1997,2503.125
Slovakia,1998,2515.575
Slovakia,1999,2548.55
Slovakia,2000,2586.5
Slovakia,2001,2628.55
Slovakia,2002,2610.675
Slovakia,2003,2621.925
Slovakia,2004,2650.75
Slovakia,2005,2645.25
Slovakia,2006,2657.7
Slovakia,2007,2653.375
Slovakia,2008,2689.45
Slovakia,2009,2689.775
Slovakia,2010,2706.7
Slovakia,2011,2680.3
Slovakia,2012,2706.95
Slovakia,2013,2715.4
Slovakia,2014,2721.925
Slovakia,2015,2738.4
Slovakia,2016,2758.9
Slovakia,2017,2754.65
Slovakia,2018,2746.25
Slovakia,2019,2741.4
Slovakia,2020,2712.5
Slovakia,2021,2748.15
Slovakia,2022,2774.35
Slovakia,1994,2443.975
Slovakia,1995,2470.775
Slovakia,1996,2509.125
Slovakia,1997,2503.125
Slovakia,1998,2515.575
Slovakia,1999,2548.55
Slovakia,2000,2586.5
Slovakia,2001,2628.55
Slovakia,2002,2610.675
Slovakia,2003,2621.925
Slovakia,2004,2650.75
Slovakia,2005,2645.25
Slovakia,2006,2657.7
Slovakia,2007,2653.375
Slovakia,2008,2689.45
Slovakia,2009,2689.775
Slovakia,2010,2706.7
Slovakia,2011,2680.3
Slovakia,2012,2706.95
Slovakia,2013,2715.4
Slovakia,2014,2721.925
Slovakia,2015,2738.4
Slovakia,2016,2758.9
Slovakia,2017,2754.65
Slovakia,2018,2746.25
Slovakia,2019,2741.4
Slovakia,2020,2712.5
Slovakia,2021,2748.15
Slovakia,2022,2774.35
Slovakia,1994,2443.975
Slovakia,1995,2470.775
Slovakia,1996,2509.125
Slovakia,1997,2503.125
Slovakia,1998,2515.575
Slovakia,1999,2548.55
Slovakia,2000,2586.5
Slovakia,2001,2628.55
Slovakia,2002,2610.675
Slovakia,2003,2621.925
Slovakia,2004,2650.75
Slovakia,2005,2645.25
Slovakia,2006,2657.7
Slovakia,2007,2653.375
Slovakia,2008,2689.45
Slovakia,2009,2689.775
Slovakia,2010,2706.7
Slovakia,2011,2680.3
Slovakia,2012,2706.95
Slovakia,2013,2715.4
Slovakia,2014,2721.925
Slovakia,2015,2738.4
Slovakia,2016,2758.9
Slovakia,2017,2754.65
Slovakia,2018,2746.25
Slovakia,2019,2741.4
Slovakia,2020,2712.5
Slovakia,2021,2748.15
Slovakia,2022,2774.35
Slovakia,1994,2443.975
Slovakia,1995,2470.775
Slovakia,1996,2509.125
Slovakia,1997,2503.125
Slovakia,1998,2515.575
Slovakia,1999,2548.55
Slovakia,2000,2586.5
Slovakia,2001,2628.55
Slovakia,2002,2610.675
Slovakia,2003,2621.925
Slovakia,2004,2650.75
Slovakia,2005,2645.25
Slovakia,2006,2657.7
Slovakia,2007,2653.375
Slovakia,2008,2689.45
Slovakia,2009,2689.775
Slovakia,2010,2706.7
Slovakia,2011,2680.3
Slovakia,2012,2706.95
Slovakia,2013,2715.4
Slovakia,2014,2721.925
Slovakia,2015,2738.4
Slovakia,2016,2758.9
Slovakia,2017,2754.65
Slovakia,2018,2746.25
Slovakia,2019,2741.4
Slovakia,2020,2712.5
Slovakia,2021,2748.15
Slovakia,2022,2774.35
Slovakia,1994,2443.975
Slovakia,1995,2470.775
Slovakia,1996,2509.125
Slovakia,1997,2503.125
Slovakia,1998,2515.575
Slovakia,1999,2548.55
Slovakia,2000,2586.5
Slovakia,2001,2628.55
Slovakia,2002,2610.675
Slovakia,2003,2621.925
Slovakia,2004,2650.75
Slovakia,2005,2645.25
Slovakia,2006,2657.7
Slovakia,2007,2653.375
Slovakia,2008,2689.45
Slovakia,2009,2689.775
Slovakia,2010,2706.7
Slovakia,2011,2680.3
Slovakia,2012,2706.95
Slovakia,2013,2715.4
Slovakia,2014,2721.925
Slovakia,2015,2738.4
Slovakia,2016,2758.9
Slovakia,2017,2754.65
Slovakia,2018,2746.25
Slovakia,2019,2741.4
Slovakia,2020,2712.5
Slovakia,2021,2748.15
Slovakia,2022,2774.35
Slovakia,1994,2443.975
Slovakia,1995,2470.775
Slovakia,1996,2509.125
Slovakia,1997,2503.125
Slovakia,1998,2515.575
Slovakia,1999,2548.55
Slovakia,2000,2586.5
Slovakia,2001,2628.55
Slovakia,2002,2610.675
Slovakia,2003,2621.925
Slovakia,2004,2650.75
Slovakia,2005,2645.25
Slovakia,2006,2657.7
Slovakia,2007,2653.375
Slovakia,2008,2689.45
Slovakia,2009,2689.775
Slovakia,2010,2706.7
Slovakia,2011,2680.3
Slovakia,2012,2706.95
Slovakia,2013,2715.4
Slovakia,2014,2721.925
Slovakia,2015,2738.4
Slovakia,2016,2758.9
Slovakia,2017,2754.65
Slovakia,2018,2746.25
Slovakia,2019,2741.4
Slovakia,2020,2712.5
Slovakia,2021,2748.15
Slovakia,2022,2774.35
Slovakia,1994,2443.975
Slovakia,1995,2470.775
Slovakia,1996,2509.125
Slovakia,1997,2503.125
Slovakia,1998,2515.575
Slovakia,1999,2548.55
Slovakia,2000,2586.5
Slovakia,2001,2628.55
Slovakia,2002,2610.675
Slovakia,2003,2621.925
Slovakia,2004,2650.75
Slovakia,2005,2645.25
Slovakia,2006,2657.7
Slovakia,2007,2653.375
Slovakia,2008,2689.45
Slovakia,2009,2689.775
Slovakia,2010,2706.7
Slovakia,2011,2680.3
Slovakia,2012,2706.95
Slovakia,2013,2715.4
Slovakia,2014,2721.925
Slovakia,2015,2738.4
Slovakia,2016,2758.9
Slovakia,2017,2754.65
Slovakia,2018,2746.25
Slovakia,2019,2741.4
Slovakia,2020,2712.5
Slovakia,2021,2748.15
Slovakia,2022,2774.35
Slovakia,1994,2443.975
Slovakia,1995,2470.775
Slovakia,1996,2509.125
Slovakia,1997,2503.125
Slovakia,1998,2515.575
Slovakia,1999,2548.55
Slovakia,2000,2586.5
Slovakia,2001,2628.55
Slovakia,2002,2610.675
Slovakia,2003,2621.925
Slovakia,2004,2650.75
Slovakia,2005,2645.25
Slovakia,2006,2657.7
Slovakia,2007,2653.375
Slovakia,2008,2689.45
Slovakia,2009,2689.775
Slovakia,2010,2706.7
Slovakia,2011,2680.3
Slovakia,2012,2706.95
Slovakia,2013,2715.4
Slovakia,2014,2721.925
Slovakia,2015,2738.4
Slovakia,2016,2758.9
Slovakia,2017,2754.65
Slovakia,2018,2746.25
Slovakia,2019,2741.4
Slovakia,2020,2712.5
Slovakia,2021,2748.15
Slovakia,2022,2774.35
Slovenia,1996,935.6
Slovenia,1997,956.8
Slovenia,1998,976.8
Slovenia,1999,953.475
Slovenia,2000,965.625
Slovenia,2001,976.575
Slovenia,2002,970.8
Slovenia,2003,961.35
Slovenia,2004,1006.775
Slovenia,2005,1015.25
Slovenia,2006,1022.0
Slovenia,2007,1035.0
Slovenia,2008,1041.65
Slovenia,2009,1041.575
Slovenia,2010,1041.375
Slovenia,2011,1019.35
Slovenia,2012,1013.225
Slovenia,2013,1007.65
Slovenia,2014,1014.775
Slovenia,2015,1007.775
Slovenia,2016,994.575
Slovenia,2017,1026.45
Slovenia,2018,1033.425
Slovenia,2019,1028.225
Slovenia,2020,1029.175
Slovenia,2021,1019.95
Slovenia,2022,1027.35
Slovenia,1996,935.6
Slovenia,1997,956.8
Slovenia,1998,976.8
Slovenia,1999,953.475
Slovenia,2000,965.625
Slovenia,2001,976.575
Slovenia,2002,970.8
Slovenia,2003,961.35
Slovenia,2004,1006.775
Slovenia,2005,1015.25
Slovenia,2006,1022.0
Slovenia,2007,1035.0
Slovenia,2008,1041.65
Slovenia,2009,1041.575
Slovenia,2010,1041.375
Slovenia,2011,1019.35
Slovenia,2012,1013.225
Slovenia,2013,1007.65
Slovenia,2014,1014.775
Slovenia,2015,1007.775
Slovenia,2016,994.575
Slovenia,2017,1026.45
Slovenia,2018,1033.425
Slovenia,2019,1028.225
Slovenia,2020,1029.175
Slovenia,2021,1019.95
Slovenia,2022,1027.35
Slovenia,1996,935.6
Slovenia,1997,956.8
Slovenia,1998,976.8
Slovenia,1999,953.475
Slovenia,2000,965.625
Slovenia,2001,976.575
Slovenia,2002,970.8
Slovenia,2003,961.35
Slovenia,2004,1006.775
Slovenia,2005,1015.25
Slovenia,2006,1022.0
Slovenia,2007,1035.0
Slovenia,2008,1041.65
Slovenia,2009,1041.575
Slovenia,2010,1041.375
Slovenia,2011,1019.35
Slovenia,2012,1013.225
Slovenia,2013,1007.65
Slovenia,2014,1014.775
Slovenia,2015,1007.775
Slovenia,2016,994.575
Slovenia,2017,1026.45
Slovenia,2018,1033.425
Slovenia,2019,1028.225
Slovenia,2020,1029.175
Slovenia,2021,1019.95
Slovenia,2022,1027.35
Slovenia,1996,935.6
Slovenia,1997,956.8
Slovenia,1998,976.8
Slovenia,1999,953.475
Slovenia,2000,965.625
Slovenia,2001,976.575
Slovenia,2002,970.8
Slovenia,2003,961.35
Slovenia,2004,1006.775
Slovenia,2005,1015.25
Slovenia,2006,1022.0
Slovenia,2007,1035.0
Slovenia,2008,1041.65
Slovenia,2009,1041.575
Slovenia,2010,1041.375
Slovenia,2011,1019.35
Slovenia,2012,1013.225
Slovenia,2013,1007.65
Slovenia,2014,1014.775
Slovenia,2015,1007.775
Slovenia,2016,994.575
Slovenia,2017,1026.45
Slovenia,2018,1033.425
Slovenia,2019,1028.225
Slovenia,2020,1029.175
Slovenia,2021,1019.95
Slovenia,2022,1027.35
Slovenia,1996,935.6
Slovenia,1997,956.8
Slovenia,1998,976.8
Slovenia,1999,953.475
Slovenia,2000,965.625
Slovenia,2001,976.575
Slovenia,2002,970.8
Slovenia,2003,961.35
Slovenia,2004,1006.775
Slovenia,2005,1015.25
Slovenia,2006,1022.0
Slovenia,2007,1035.0
Slovenia,2008,1041.65
Slovenia,2009,1041.575
Slovenia,2010,1041.375
Slovenia,2011,1019.35
Slovenia,2012,1013.225
Slovenia,2013,1007.65
Slovenia,2014,1014.775
Slovenia,2015,1007.775
Slovenia,2016,994.575
Slovenia,2017,1026.45
Slovenia,2018,1033.425
Slovenia,2019,1028.225
Slovenia,2020,1029.175
Slovenia,2021,1019.95
Slovenia,2022,1027.35
Slovenia,1996,935.6
Slovenia,1997,956.8
Slovenia,1998,976.8
Slovenia,1999,953.475
Slovenia,2000,965.625
Slovenia,2001,976.575
Slovenia,2002,970.8
Slovenia,2003,961.35
Slovenia,2004,1006.775
Slovenia,2005,1015.25
Slovenia,2006,1022.0
Slovenia,2007,1035.0
Slovenia,2008,1041.65
Slovenia,2009,1041.575
Slovenia,2010,1041.375
Slovenia,2011,1019.35
Slovenia,2012,1013.225
Slovenia,2013,1007.65
Slovenia,2014,1014.775
Slovenia,2015,1007.775
Slovenia,2016,994.575
Slovenia,2017,1026.45
Slovenia,2018,1033.425
Slovenia,2019,1028.225
Slovenia,2020,1029.175
Slovenia,2021,1019.95
Slovenia,2022,1027.35
Slovenia,1996,935.6
Slovenia,1997,956.8
Slovenia,1998,976.8
Slovenia,1999,953.475
Slovenia,2000,965.625
Slovenia,2001,976.575
Slovenia,2002,970.8
Slovenia,2003,961.35
Slovenia,2004,1006.775
Slovenia,2005,1015.25
Slovenia,2006,1022.0
Slovenia,2007,1035.0
Slovenia,2008,1041.65
Slovenia,2009,1041.575
Slovenia,2010,1041.375
Slovenia,2011,1019.35
Slovenia,2012,1013.225
Slovenia,2013,1007.65
Slovenia,2014,1014.775
Slovenia,2015,1007.775
Slovenia,2016,994.575
Slovenia,2017,1026.45
Slovenia,2018,1033.425
Slovenia,2019,1028.225
Slovenia,2020,1029.175
Slovenia,2021,1019.95
Slovenia,2022,1027.35
Slovenia,1996,935.6
Slovenia,1997,956.8
Slovenia,1998,976.8
Slovenia,1999,953.475
Slovenia,2000,965.625
Slovenia,2001,976.575
Slovenia,2002,970.8
Slovenia,2003,961.35
Slovenia,2004,1006.775
Slovenia,2005,1015.25
Slovenia,2006,1022.0
