Matching Event,Pattern
COVID-19 Response,"{'country_b_id_fk': 137, 'start_year_a_fk': 2014, 'start_year_b_fk': 2014, 'pattern_length_fk': 7, 'indexes': 2, 'avg_corr': 0.95702, 'orgs': 1, 'Power': 1.874212, 'Sectors': ""['Sovereignty', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Mauritania'}"
Health Initiative,"{'country_b_id_fk': 104, 'start_year_a_fk': 2000, 'start_year_b_fk': 2015, 'pattern_length_fk': 7, 'indexes': 2, 'avg_corr': 0.952315, 'orgs': 1, 'Power': 1.871389, 'Sectors': ""['Military Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Ireland'}"
COVID-19 Response,"{'country_b_id_fk': 216, 'start_year_a_fk': 2014, 'start_year_b_fk': 2014, 'pattern_length_fk': 7, 'indexes': 2, 'avg_corr': 0.95213, 'orgs': 1, 'Power': 1.871278, 'Sectors': ""['Sovereignty', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Switzerland'}"
Infrastructure Development,"{'country_b_id_fk': 181, 'start_year_a_fk': 2000, 'start_year_b_fk': 2001, 'pattern_length_fk': 7, 'indexes': 2, 'avg_corr': 0.950595, 'orgs': 1, 'Power': 1.870357, 'Sectors': ""['Military Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Romania'}"
Economic Recovery Plan,"{'country_b_id_fk': 229, 'start_year_a_fk': 2014, 'start_year_b_fk': 2015, 'pattern_length_fk': 7, 'indexes': 2, 'avg_corr': 0.95028, 'orgs': 1, 'Power': 1.870168, 'Sectors': ""['Sovereignty', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Turkmenistan'}"
Infrastructure Development,"{'country_b_id_fk': 63, 'start_year_a_fk': 2000, 'start_year_b_fk': 2002, 'pattern_length_fk': 7, 'indexes': 2, 'avg_corr': 0.94657, 'orgs': 1, 'Power': 1.867942, 'Sectors': ""['Military Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Egypt'}"
COVID-19 Response,"{'country_b_id_fk': 58, 'start_year_a_fk': 2014, 'start_year_b_fk': 2014, 'pattern_length_fk': 7, 'indexes': 2, 'avg_corr': 0.94557, 'orgs': 1, 'Power': 1.867342, 'Sectors': ""['Sovereignty', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Denmark'}"
International Aid,"{'country_b_id_fk': 58, 'start_year_a_fk': 2014, 'start_year_b_fk': 2014, 'pattern_length_fk': 7, 'indexes': 2, 'avg_corr': 0.94557, 'orgs': 1, 'Power': 1.867342, 'Sectors': ""['Sovereignty', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Denmark'}"
Infrastructure Development,"{'country_b_id_fk': 57, 'start_year_a_fk': 2000, 'start_year_b_fk': 2006, 'pattern_length_fk': 7, 'indexes': 2, 'avg_corr': 0.93562, 'orgs': 1, 'Power': 1.861372, 'Sectors': ""['Military Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Czechia'}"
Economic Recovery Plan,"{'country_b_id_fk': 182, 'start_year_a_fk': 2014, 'start_year_b_fk': 2015, 'pattern_length_fk': 7, 'indexes': 2, 'avg_corr': 0.934975, 'orgs': 1, 'Power': 1.860985, 'Sectors': ""['Sovereignty', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Russia'}"
Infrastructure Development,"{'country_b_id_fk': 117, 'start_year_a_fk': 2000, 'start_year_b_fk': 2003, 'pattern_length_fk': 7, 'indexes': 2, 'avg_corr': 0.927965, 'orgs': 1, 'Power': 1.856779, 'Sectors': ""['Military Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Kuwait'}"
Infrastructure Development,"{'country_b_id_fk': 2, 'start_year_a_fk': 2000, 'start_year_b_fk': 2010, 'pattern_length_fk': 7, 'indexes': 2, 'avg_corr': 0.91615, 'orgs': 1, 'Power': 1.84969, 'Sectors': ""['Military Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Albania'}"
Environmental Policy,"{'country_b_id_fk': 106, 'start_year_a_fk': 2002, 'start_year_b_fk': 2008, 'pattern_length_fk': 6, 'indexes': 2, 'avg_corr': 0.977725, 'orgs': 1, 'Power': 1.786635, 'Sectors': ""['Military Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Israel'}"
Urban Development,"{'country_b_id_fk': 38, 'start_year_a_fk': 2011, 'start_year_b_fk': 2016, 'pattern_length_fk': 3, 'indexes': 3, 'avg_corr': 0.9663833333333334, 'orgs': 1, 'Power': 1.77983, 'Sectors': ""['Political State Sector', 'Finance Economy Sector', 'Sovereignty']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Cambodia'}"
International Cooperation,"{'country_b_id_fk': 69, 'start_year_a_fk': 2002, 'start_year_b_fk': 2004, 'pattern_length_fk': 6, 'indexes': 2, 'avg_corr': 0.964535, 'orgs': 1, 'Power': 1.778721, 'Sectors': ""['Military Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Ethiopia'}"
Environmental Conservation Efforts,"{'country_b_id_fk': 14, 'start_year_a_fk': 2011, 'start_year_b_fk': 2021, 'pattern_length_fk': 3, 'indexes': 3, 'avg_corr': 0.9625533333333331, 'orgs': 1, 'Power': 1.777532, 'Sectors': ""['Political State Sector', 'Finance Economy Sector', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Austria'}"
Healthcare System Strengthening,"{'country_b_id_fk': 126, 'start_year_a_fk': 2010, 'start_year_b_fk': 2015, 'pattern_length_fk': 6, 'indexes': 2, 'avg_corr': 0.95704, 'orgs': 2, 'Power': 1.7742240000000002, 'Sectors': ""['Social Sector', 'Finance Economy Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Lithuania'}"
Environmental Policy,"{'country_b_id_fk': 21, 'start_year_a_fk': 2002, 'start_year_b_fk': 2001, 'pattern_length_fk': 6, 'indexes': 2, 'avg_corr': 0.948895, 'orgs': 1, 'Power': 1.7693370000000002, 'Sectors': ""['Military Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Belgium'}"
Environmental Policy,"{'country_b_id_fk': 107, 'start_year_a_fk': 2002, 'start_year_b_fk': 2009, 'pattern_length_fk': 6, 'indexes': 2, 'avg_corr': 0.933885, 'orgs': 1, 'Power': 1.7603310000000003, 'Sectors': ""['Military Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Italy'}"
Environmental Policy,"{'country_b_id_fk': 104, 'start_year_a_fk': 2002, 'start_year_b_fk': 2014, 'pattern_length_fk': 6, 'indexes': 2, 'avg_corr': 0.93354, 'orgs': 1, 'Power': 1.7601240000000002, 'Sectors': ""['Military Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Ireland'}"
International Cooperation,"{'country_b_id_fk': 145, 'start_year_a_fk': 2002, 'start_year_b_fk': 2012, 'pattern_length_fk': 6, 'indexes': 2, 'avg_corr': 0.93011, 'orgs': 1, 'Power': 1.758066, 'Sectors': ""['Military Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Montenegro'}"
Foreign Investment,"{'country_b_id_fk': 202, 'start_year_a_fk': 2002, 'start_year_b_fk': 2008, 'pattern_length_fk': 6, 'indexes': 2, 'avg_corr': 0.914035, 'orgs': 1, 'Power': 1.7484210000000002, 'Sectors': ""['Military Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Slovakia'}"
Renewable Energy Initiatives,"{'country_b_id_fk': 33, 'start_year_a_fk': 2009, 'start_year_b_fk': 2008, 'pattern_length_fk': 6, 'indexes': 2, 'avg_corr': 0.9048336363636365, 'orgs': 2, 'Power': 1.742900181818182, 'Sectors': ""['Social Sector', 'Unknown']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Brunei'}"
COVID-19 Response,"{'country_b_id_fk': 120, 'start_year_a_fk': 2016, 'start_year_b_fk': 2016, 'pattern_length_fk': 5, 'indexes': 2, 'avg_corr': 0.99286, 'orgs': 2, 'Power': 1.695716, 'Sectors': ""['Human Rights Development', 'Investments Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Latvia'}"
Environmental Conservation Efforts,"{'country_b_id_fk': 147, 'start_year_a_fk': 2009, 'start_year_b_fk': 2018, 'pattern_length_fk': 5, 'indexes': 2, 'avg_corr': 0.95152, 'orgs': 1, 'Power': 1.670912, 'Sectors': ""['Finance Economy Sector', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Morocco'}"
Urban Development,"{'country_b_id_fk': 144, 'start_year_a_fk': 2009, 'start_year_b_fk': 2014, 'pattern_length_fk': 5, 'indexes': 2, 'avg_corr': 0.946645, 'orgs': 1, 'Power': 1.667987, 'Sectors': ""['Finance Economy Sector', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Mongolia'}"
Anti-Corruption Measures,"{'country_b_id_fk': 53, 'start_year_a_fk': 2010, 'start_year_b_fk': 2015, 'pattern_length_fk': 5, 'indexes': 2, 'avg_corr': 0.94076, 'orgs': 2, 'Power': 1.664456, 'Sectors': ""['Human Rights Development', 'Finance Economy Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 119, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Laos', 'country_b_name': 'Croatia'}"
International Relations,"{'country_b_id_fk': 202, 'start_year_a_fk': 2009, 'start_year_b_fk': 2013, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.97832, 'orgs': 1, 'Power': 0, 'Sectors': ""['Social Sector', 'Finance Economy Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Slovakia'}"
Anti-Corruption Measures,"{'country_b_id_fk': 221, 'start_year_a_fk': 2006, 'start_year_b_fk': 2007, 'pattern_length_fk': 17, 'indexes': 2, 'avg_corr': 0.92829, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Political State Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Thailand'}"
Political Instability,"{'country_b_id_fk': 221, 'start_year_a_fk': 1991, 'start_year_b_fk': 1996, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.942668, 'orgs': 1, 'Power': 0, 'Sectors': ""['Unknown']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Thailand'}"
Political Protests,"{'country_b_id_fk': 221, 'start_year_a_fk': 2009, 'start_year_b_fk': 2009, 'pattern_length_fk': 3, 'indexes': 3, 'avg_corr': 0.94796, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Social Sector', 'Finance Economy Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Thailand'}"
COVID-19 Pandemic,"{'country_b_id_fk': 221, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 15, 'indexes': 2, 'avg_corr': 0.958545, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Political State Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Thailand'}"
Economic Challenges,"{'country_b_id_fk': 181, 'start_year_a_fk': 2006, 'start_year_b_fk': 2009, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.959295, 'orgs': 1, 'Power': 0, 'Sectors': ""['Political State Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Romania'}"
Infrastructure Development,"{'country_b_id_fk': 181, 'start_year_a_fk': 2009, 'start_year_b_fk': 2013, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.99925, 'orgs': 1, 'Power': 0, 'Sectors': ""['Social Sector', 'Finance Economy Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Romania'}"
Cultural Revival,"{'country_b_id_fk': 181, 'start_year_a_fk': 2006, 'start_year_b_fk': 2007, 'pattern_length_fk': 10, 'indexes': 3, 'avg_corr': 0.91975, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Romania'}"
Economic Diversification,"{'country_b_id_fk': 181, 'start_year_a_fk': 2003, 'start_year_b_fk': 2009, 'pattern_length_fk': 8, 'indexes': 2, 'avg_corr': 0.911975, 'orgs': 1, 'Power': 0, 'Sectors': ""['Military Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Romania'}"
Judicial Reforms,"{'country_b_id_fk': 181, 'start_year_a_fk': 2007, 'start_year_b_fk': 2007, 'pattern_length_fk': 6, 'indexes': 2, 'avg_corr': 0.97578, 'orgs': 1, 'Power': 0, 'Sectors': ""['Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Romania'}"
Economic Challenges,"{'country_b_id_fk': 181, 'start_year_a_fk': 2007, 'start_year_b_fk': 2007, 'pattern_length_fk': 5, 'indexes': 2, 'avg_corr': 0.99416, 'orgs': 1, 'Power': 0, 'Sectors': ""['Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Romania'}"
Education Reforms,"{'country_b_id_fk': 181, 'start_year_a_fk': 2010, 'start_year_b_fk': 2007, 'pattern_length_fk': 4, 'indexes': 2, 'avg_corr': 0.96444, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Sovereignty']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Romania'}"
Political Protests,"{'country_b_id_fk': 176, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 11, 'indexes': 4, 'avg_corr': 0.941675, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Poland'}"
Political Protests,"{'country_b_id_fk': 176, 'start_year_a_fk': 2006, 'start_year_b_fk': 2008, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.93159, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Political State Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Poland'}"
Economic Growth,"{'country_b_id_fk': 176, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 13, 'indexes': 5, 'avg_corr': 0.94789, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Poland'}"
Economic Impact,"{'country_b_id_fk': 176, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 15, 'indexes': 3, 'avg_corr': 0.97974, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Poland'}"
Education Reforms,"{'country_b_id_fk': 176, 'start_year_a_fk': 2006, 'start_year_b_fk': 2012, 'pattern_length_fk': 8, 'indexes': 2, 'avg_corr': 0.928305, 'orgs': 1, 'Power': 0, 'Sectors': ""['Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Poland'}"
Education Reforms,"{'country_b_id_fk': 179, 'start_year_a_fk': 2010, 'start_year_b_fk': 2015, 'pattern_length_fk': 4, 'indexes': 2, 'avg_corr': 0.983025, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Qatar'}"
Presidential Election,"{'country_b_id_fk': 177, 'start_year_a_fk': 2006, 'start_year_b_fk': 2014, 'pattern_length_fk': 3, 'indexes': 3, 'avg_corr': 0.99906, 'orgs': 1, 'Power': 0, 'Sectors': ""['Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Portugal'}"
Diplomatic Relations,"{'country_b_id_fk': 195, 'start_year_a_fk': 2010, 'start_year_b_fk': 2010, 'pattern_length_fk': 9, 'indexes': 2, 'avg_corr': 0.951295, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Finance Economy Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Saudi Arabia'}"
Social Reforms,"{'country_b_id_fk': 195, 'start_year_a_fk': 2006, 'start_year_b_fk': 2007, 'pattern_length_fk': 14, 'indexes': 2, 'avg_corr': 0.942775, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Saudi Arabia'}"
Economic Sanctions,"{'country_b_id_fk': 182, 'start_year_a_fk': 2012, 'start_year_b_fk': 2012, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.976605, 'orgs': 1, 'Power': 0, 'Sectors': ""['Unknown']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Russia'}"
Infrastructure Development,"{'country_b_id_fk': 182, 'start_year_a_fk': 2009, 'start_year_b_fk': 2016, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.919865, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Finance Economy Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Russia'}"
Political Protests,"{'country_b_id_fk': 182, 'start_year_a_fk': 2009, 'start_year_b_fk': 2009, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.95714, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Russia'}"
Economic Impact,"{'country_b_id_fk': 181, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 15, 'indexes': 3, 'avg_corr': 0.96509, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Romania'}"
Economic Growth,"{'country_b_id_fk': 181, 'start_year_a_fk': 2006, 'start_year_b_fk': 2007, 'pattern_length_fk': 13, 'indexes': 3, 'avg_corr': 0.9532366666666666, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Romania'}"
Economic Recession,"{'country_b_id_fk': 182, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 10, 'indexes': 2, 'avg_corr': 0.933845, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Political State Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Russia'}"
Economic Sanctions,"{'country_b_id_fk': 182, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 9, 'indexes': 3, 'avg_corr': 0.9303833333333332, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Russia'}"
Diplomatic Relations,"{'country_b_id_fk': 239, 'start_year_a_fk': 2006, 'start_year_b_fk': 2007, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.962775, 'orgs': 1, 'Power': 0, 'Sectors': ""['Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Uzbekistan'}"
Education Reforms,"{'country_b_id_fk': 239, 'start_year_a_fk': 1991, 'start_year_b_fk': 1994, 'pattern_length_fk': 5, 'indexes': 2, 'avg_corr': 0.9219666666666666, 'orgs': 1, 'Power': 0, 'Sectors': ""['Unknown']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Uzbekistan'}"
Constitutional Referendum,"{'country_b_id_fk': 239, 'start_year_a_fk': 2006, 'start_year_b_fk': 2013, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.93619, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Political State Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Uzbekistan'}"
COVID-19 Pandemic,"{'country_b_id_fk': 239, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 15, 'indexes': 3, 'avg_corr': 0.97898, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Uzbekistan'}"
Environmental Initiatives,"{'country_b_id_fk': 239, 'start_year_a_fk': 2006, 'start_year_b_fk': 2008, 'pattern_length_fk': 14, 'indexes': 2, 'avg_corr': 0.96559, 'orgs': 1, 'Power': 0, 'Sectors': ""['Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Uzbekistan'}"
Economic Growth,"{'country_b_id_fk': 239, 'start_year_a_fk': 2006, 'start_year_b_fk': 2007, 'pattern_length_fk': 13, 'indexes': 2, 'avg_corr': 0.97636, 'orgs': 1, 'Power': 0, 'Sectors': ""['Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Uzbekistan'}"
Education Reforms,"{'country_b_id_fk': 239, 'start_year_a_fk': 2010, 'start_year_b_fk': 2018, 'pattern_length_fk': 4, 'indexes': 2, 'avg_corr': 0.949825, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Uzbekistan'}"
Economic Reforms,"{'country_b_id_fk': 239, 'start_year_a_fk': 1991, 'start_year_b_fk': 2015, 'pattern_length_fk': 4, 'indexes': 2, 'avg_corr': 0.9674266666666668, 'orgs': 1, 'Power': 0, 'Sectors': ""['Unknown']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Uzbekistan'}"
Infrastructure Development,"{'country_b_id_fk': 239, 'start_year_a_fk': 2009, 'start_year_b_fk': 2021, 'pattern_length_fk': 3, 'indexes': 3, 'avg_corr': 0.9632266666666666, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Social Sector', 'Finance Economy Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Uzbekistan'}"
Infrastructure Development,"{'country_b_id_fk': 239, 'start_year_a_fk': 2009, 'start_year_b_fk': 2017, 'pattern_length_fk': 3, 'indexes': 3, 'avg_corr': 0.96636, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Social Sector', 'Finance Economy Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Uzbekistan'}"
Economic Reforms,"{'country_b_id_fk': 248, 'start_year_a_fk': 1991, 'start_year_b_fk': 1994, 'pattern_length_fk': 4, 'indexes': 2, 'avg_corr': 0.9630828571428572, 'orgs': 1, 'Power': 0, 'Sectors': ""['Unknown']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Yemen'}"
