Year,Country,Pollution Rank,Pollution Index,Exp Pollution Index
2019.01,Austria,101,21.97,36.01
2019.01,Norway,102,19.86,32.5
2019.01,Estonia,103,18.15,30.43
2019.01,Sweden,104,18.01,28.74
2019.01,Iceland,105,15.24,26.81
2019.01,Finland,106,11.93,21
2019.06,Mongolia,1,93.2,171.28
2019.06,Myanmar,2,93.08,169.12
2019.06,Afghanistan,3,91.94,165.72
2019.06,Ghana,4,89.95,161.37
2019.06,Bangladesh,5,88.81,159.75
2019.06,Lebanon,6,87.65,156.44
2019.06,Nigeria,7,87.16,155.82
2019.06,Egypt,8,86.31,154.05
2019.06,Vietnam,9,86.29,154.57
2019.06,Monaco,10,86.04,158.17
2019.06,Nepal,11,85,151.48
2019.06,Peru,12,84.6,151.35
2019.06,China,13,81.24,147.5
2019.06,Cambodia,14,80.51,142.86
2019.06,North Macedonia,15,80.12,146.08
2019.06,Iraq,16,80.09,141.54
2019.06,Ethiopia,17,79.4,140
2019.06,Azerbaijan,18,79.36,139.93
2019.06,Jordan,19,78.95,139.48
2019.06,Iran,20,78.03,143.18
2019.06,Dominican Republic,21,77.87,137.18
2019.06,Malta,22,76.12,133.49
2019.06,Albania,23,75.75,132.56
2019.06,India,24,75.55,132.69
2019.06,Kazakhstan,25,75.42,137.68
2019.06,Venezuela,26,75.02,132.87
2019.06,Pakistan,27,74.78,130.9
2019.06,Philippines,28,74.55,131.11
2019.06,Guatemala,29,74.53,130.73
2019.06,Thailand,30,74.04,129.89
2019.06,Kenya,31,74.01,131.08
2019.06,Zimbabwe,32,72.67,128.83
2019.06,Georgia,33,71.55,129.52
2019.06,Syria,34,70.73,122.79
2019.06,Bahrain,35,70.61,127.7
2019.06,Kuwait,36,70.2,124.29
2019.06,Tunisia,37,69.82,121.83
2019.06,Jamaica,38,69.75,122.17
2019.06,Turkey,39,68.63,119.93
2019.06,Morocco,40,68.14,118.62
2019.06,Hong Kong,41,67.34,119.91
2019.06,Trinidad And Tobago,42,67.18,116.36
2019.06,Mexico,43,66.88,115.67
2019.06,Saudi Arabia,44,66.07,115.94
2019.06,Algeria,45,65.65,114.98
2019.06,Ukraine,46,65.55,113.5
2019.06,Chile,47,65.1,119.73
2019.06,Tanzania,48,64.5,113.22
2019.06,Indonesia,49,64.39,110.56
2019.06,Taiwan,50,64.2,112.06
2019.06,Panama,51,63.97,113
2019.06,Bulgaria,52,63.57,115.3
2019.06,Bosnia And Herzegovina,53,63.53,112.96
2019.06,Russia,54,63.49,109.38
2019.06,Malaysia,55,62.92,107.68
2019.06,Colombia,56,62.57,112.54
2019.06,Qatar,57,61.62,107.81
2019.06,Armenia,58,60.94,110.41
2019.06,Serbia,59,58.6,101.38
2019.06,Sri Lanka,60,58.38,99.64
2019.06,Israel,61,56.93,100.6
2019.06,Ecuador,62,56.57,96.33
2019.06,Romania,63,56.55,96.04
2019.06,South Africa,64,56.2,95.76
2019.06,Brazil,65,56.1,95.94
2019.06,Mauritius,66,55.67,94.86
2019.06,Italy,67,54.97,93.21
2019.06,South Korea,68,54.8,99.47
2019.06,Cyprus,69,54.17,91.54
2019.06,United Arab Emirates,70,52.99,90.43
2019.06,Poland,71,52.88,94.04
2019.06,Greece,72,52.48,91.6
2019.06,Argentina,73,51.89,88.34
2019.06,Belgium,74,50.48,85.78
2019.06,Puerto Rico,75,50.12,85.76
2019.06,Costa Rica,76,49.23,85.36
2019.06,Hungary,77,47.57,82
2019.06,Montenegro,78,46.08,78.47
2019.06,Uruguay,79,45.56,80.92
2019.06,Belarus,80,43.75,72.46
2019.06,France,81,42.91,71.53
2019.06,Slovakia,82,40.64,68.32
2019.06,United Kingdom,83,40.63,67.1
2019.06,Czech Republic,84,40.09,67.72
2019.06,Spain,85,39.16,64.12
2019.06,Oman,86,37.8,61.02
2019.06,Japan,87,36.78,58.82
2019.06,United States,88,35.74,59.2
2019.06,Ireland,89,33.02,55.11
2019.06,Latvia,90,32.87,53.23
2019.06,Singapore,91,32.06,54.51
2019.06,Portugal,92,30.65,49.83
2019.06,Lithuania,93,29.84,48.66
2019.06,Croatia,94,29.06,47.32
2019.06,Germany,95,28.42,45.55
2019.06,Canada,96,27.66,45.15
2019.06,Netherlands,97,27.34,44.71
2019.06,Luxembourg,98,23.53,35.28
2019.06,New Zealand,99,23.49,40.3
2019.06,Slovenia,100,23.21,40.95
2019.06,Australia,101,23.15,37.23
2019.06,Austria,102,21.78,36.11
2019.06,Switzerland,103,21.31,34.6
2019.06,Denmark,104,20.79,32.04
2019.06,Norway,105,20.29,32.81
2019.06,Estonia,106,19.88,33.25
2019.06,Sweden,107,17.45,27.46
2019.06,Iceland,108,15.65,27.37
2019.06,Finland,109,11.57,20.14
2020.01,Afghanistan,1,93.45,168.83
2020.01,Myanmar,2,92.54,168.16
2020.01,Mongolia,3,92.45,170.05
2020.01,Ghana,4,89.2,160
2020.01,Lebanon,5,88.37,157.8
2020.01,Nigeria,6,87.63,156.63
2020.01,Vietnam,7,86.47,154.89
2020.01,Monaco,8,86.33,157.83
2020.01,Bangladesh,9,86.21,154.51
2020.01,Egypt,10,85.65,152.79
2020.01,Nepal,11,84.77,150.98
2020.01,Peru,12,84.13,150.32
2020.01,China,13,80.77,146.39
2020.01,North Macedonia,14,80.23,146.17
2020.01,Cambodia,15,79.5,140.79
2020.01,Ethiopia,16,79.19,139.57
2020.01,India,17,78.87,139.31
2020.01,Iraq,18,78.83,139.07
2020.01,Azerbaijan,19,78.12,137.71
2020.01,Dominican Republic,20,77.9,137.15
2020.01,Jordan,21,77.78,137.15
2020.01,Albania,22,77.77,136.72
2020.01,Iran,23,77.45,142.02
2020.01,Malta,24,77.07,135.35
2020.01,Kenya,25,76.6,135.91
2020.01,Kazakhstan,26,75.15,137
2020.01,Thailand,27,75.07,131.92
2020.01,Zimbabwe,28,74.61,132.35
2020.01,Bolivia,29,74.6,130.8
2020.01,Philippines,30,74.28,130.61
2020.01,Pakistan,31,74.25,129.91
2020.01,Venezuela,32,73.76,130.51
2020.01,Bahrain,33,71.43,128.76
2020.01,Georgia,34,71.09,128.31
2020.01,Guatemala,35,70.65,122.99
2020.01,Morocco,36,70.64,123.38
2020.01,Tunisia,37,69.53,121.21
2020.01,Jamaica,38,68.92,120.35
2020.01,Kuwait,39,68.69,121.61
2020.01,Syria,40,68.42,118.23
2020.01,Trinidad And Tobago,41,68.31,118.43
2020.01,Hong Kong,42,67.69,120.55
2020.01,Turkey,43,67.35,117.28
2020.01,Indonesia,44,66.56,114.81
2020.01,Mexico,45,66.1,114.14
2020.01,Chile,46,65.78,121.09
2020.01,Algeria,47,65.75,115.2
2020.01,Bulgaria,48,65.33,118.68
2020.01,Saudi Arabia,49,65.09,114.09
2020.01,Ukraine,50,65.08,112.71
2020.01,Taiwan,51,63.35,110.37
2020.01,Malaysia,52,63.18,108.21
2020.01,Panama,53,63.09,111.37
2020.01,Tanzania,54,62.93,110.7
2020.01,Colombia,55,62.83,113.45
2020.01,Russia,56,62.79,108.08
2020.01,South Korea,57,62.48,114.41
2020.01,Bosnia And Herzegovina,58,62.33,110.57
2020.01,Qatar,59,61.06,106.93
2020.01,Serbia,60,60.32,104.77
2020.01,Armenia,61,60.23,108.79
2020.01,Sri Lanka,62,59.14,101.17
2020.01,Romania,63,58.42,99.69
2020.01,South Africa,64,57.3,97.9
2020.01,Israel,65,57.25,100.95
2020.01,Ecuador,66,57,97.19
2020.01,Mauritius,67,55.88,95.58
2020.01,Italy,68,55.63,94.51
2020.01,Brazil,69,54.98,93.96
2020.01,Poland,70,54.46,97.05
2020.01,Cyprus,71,53.55,90.51
2020.01,Belgium,72,52.94,90.05
2020.01,Greece,73,52.55,91.8
2020.01,United Arab Emirates,74,51.15,86.98
2020.01,Argentina,75,50.67,86.36
2020.01,Puerto Rico,76,49.93,85.74
2020.01,Hungary,77,48.29,83.58
2020.01,Costa Rica,78,46.97,81.09
2020.01,Montenegro,79,45.14,76.62
2020.01,Uruguay,80,44.84,79.76
2020.01,Belarus,81,43.63,72.24
2020.01,France,82,43.56,72.66
2020.01,United Kingdom,83,40.56,67.05
2020.01,Czech Republic,84,40.23,68.29
2020.01,Spain,85,39.99,65.48
2020.01,Slovakia,86,39.66,66.56
2020.01,Japan,87,39.59,64.06
2020.01,Oman,88,37.74,60.8
2020.01,United States,89,36.88,60.96
2020.01,Ireland,90,33.99,56.48
2020.01,Latvia,91,33.73,54.92
2020.01,Singapore,92,33.48,56.91
2020.01,Portugal,93,30.89,49.68
2020.01,Croatia,94,30.46,50.22
2020.01,Germany,95,29.03,46.68
2020.01,Lithuania,96,28.8,46.76
2020.01,Canada,97,27.83,45.33
2020.01,Netherlands,98,27.41,44.83
2020.01,Luxembourg,99,24.28,36.6
2020.01,Slovenia,100,24.06,42.51
2020.01,Australia,101,23.46,37.5
2020.01,New Zealand,102,23.4,39.9
2020.01,Switzerland,103,22.39,36.03
2020.01,Austria,104,22.19,36.63
2020.01,Denmark,105,21.33,32.87
2020.01,Norway,106,20.35,32.66
2020.01,Estonia,107,19.81,33.12
2020.01,Sweden,108,18.09,28.34
2020.01,Iceland,109,16.21,28.12
2020.01,Finland,110,11.55,19.66
2020.06,Afghanistan,1,93.47,168.8
2020.06,Mongolia,2,92.03,169.01
2020.06,Myanmar,3,91.58,166.27
2020.06,Lebanon,4,88.91,158.88
2020.06,Ghana,5,88.51,158.71
2020.06,Nigeria,6,86.89,155.16
2020.06,Monaco,7,86.53,158.01
2020.06,Vietnam,8,86.05,154.05
2020.06,Bangladesh,9,85.83,153.72
2020.06,Nepal,10,84.8,151
2020.06,Egypt,11,84.69,150.92
2020.06,Peru,12,83.34,148.66
2020.06,North Macedonia,13,80.23,146.1
2020.06,China,14,79.88,144.47
2020.06,Ethiopia,15,79.87,140.93
2020.06,Chile,16,79.74,143.52
2020.06,India,17,79.56,140.66
2020.06,Albania,18,78.24,137.57
2020.06,Cambodia,19,78.19,138.02
2020.06,Laos,20,78,138.82
2020.06,Malta,21,77.62,136.35
2020.06,Jordan,22,76.81,135.25
2020.06,Iran,23,76.69,140.44
2020.06,Kenya,24,76.56,135.93
2020.06,Azerbaijan,25,76.3,134.05
2020.06,Dominican Republic,26,75.72,132.72
2020.06,Thailand,27,75.26,132.3
2020.06,Bolivia,28,74.96,131.6
2020.06,Philippines,29,74.24,130.48
2020.06,Venezuela,30,73.87,130.87
2020.06,Pakistan,31,73.48,128.31
2020.06,Guatemala,32,73.04,127.62
2020.06,Zimbabwe,33,73.03,129.42
2020.06,Iraq,34,72.83,127.13
2020.06,Kazakhstan,35,72.1,130.17
2020.06,Syria,36,70.75,122.73
2020.06,Georgia,37,70.6,127.16
2020.06,Bahrain,38,70.58,127.21
2020.06,Tunisia,39,70.49,123.12
2020.06,Morocco,40,70.1,122.29
2020.06,Jamaica,41,68.25,119.03
2020.06,Trinidad And Tobago,42,67.99,117.76
2020.06,Hong Kong,43,67.6,120.47
2020.06,Indonesia,44,66.9,115.47
2020.06,Kuwait,45,66.37,117.02
2020.06,Turkey,46,66.22,115.02
2020.06,Bulgaria,47,65.43,118.9
2020.06,Algeria,48,65.32,114.14
2020.06,Ukraine,49,65.14,112.82
2020.06,Saudi Arabia,50,64.34,112.61
2020.06,Tanzania,51,63.98,112.24
2020.06,Mexico,52,63.29,108.53
2020.06,Poland,53,63.09,112.22
2020.06,Taiwan,54,63.08,109.98
2020.06,Malaysia,55,62.81,107.54
2020.06,Russia,56,62.58,107.78
2020.06,Colombia,57,62.44,112.07
2020.06,South Korea,58,62.25,114.07
2020.06,Bosnia And Herzegovina,59,61.72,109.97
2020.06,Serbia,60,61.21,106.57
2020.06,Qatar,61,60.41,105.97
2020.06,Sri Lanka,62,60.03,102.95
2020.06,Armenia,63,59.74,107.4
2020.06,Panama,64,59.03,103.08
2020.06,Romania,65,58.79,100.43
2020.06,Israel,66,57.48,101.33
2020.06,South Africa,67,57.12,97.52
2020.06,Ecuador,68,56.86,97.03
2020.06,Mauritius,69,56.19,96
2020.06,Italy,70,55.65,94.64
2020.06,Cyprus,71,55.11,93.34
2020.06,Brazil,72,54.67,93.32
2020.06,Belgium,73,53.66,91.3
2020.06,Greece,74,52.33,91.27
2020.06,United Arab Emirates,75,50.66,86.09
2020.06,Argentina,76,50.61,86.28
2020.06,Puerto Rico,77,50.06,85.85
2020.06,Hungary,78,48.66,84.45
2020.06,Montenegro,79,46.22,78.57
2020.06,Costa Rica,80,46.08,79.41
2020.06,Uruguay,81,45.8,80.87
2020.06,France,82,43.64,72.66
2020.06,Belarus,83,43.58,72.24
2020.06,United Kingdom,84,40.62,67.25
2020.06,Spain,85,40.37,66.08
2020.06,Slovakia,86,39.99,67.21
2020.06,Czech Republic,87,39.46,67.12
2020.06,Japan,88,39.34,63.64
2020.06,United States,89,38.17,63.1
2020.06,Oman,90,37.51,60.64
2020.06,Ireland,91,34.29,56.88
2020.06,Latvia,92,34.07,55.59
2020.06,Singapore,93,33.3,56.58
2020.06,Portugal,94,30.38,48.63
2020.06,Croatia,95,30.07,49.67
2020.06,Germany,96,29.28,47.13
2020.06,Canada,97,27.97,45.53
2020.06,Lithuania,98,27.91,45.21
2020.06,Netherlands,99,26.11,42.53
2020.06,Luxembourg,100,24.47,37.06
2020.06,Slovenia,101,23.53,41.29
2020.06,New Zealand,102,23.52,40.04
2020.06,Australia,103,23.22,36.91
2020.06,Switzerland,104,21.89,35.26
2020.06,Austria,105,21.65,35.58
2020.06,Denmark,106,21.52,33.28
2020.06,Norway,107,20.14,32.38
2020.06,Sweden,108,19.05,29.57
2020.06,Estonia,109,19.02,31.38
2020.06,Iceland,110,16.2,27.95
2020.06,Finland,111,11.79,20
2021.01,Afghanistan,1,92.2,166.06
2021.01,Mongolia,2,91.84,168.56
2021.01,Myanmar,3,89.77,162.09
2021.01,Lebanon,4,89.35,159.74
2021.01,Ghana,5,88.98,159.57
2021.01,Nigeria,6,87.35,156.08
2021.01,Monaco,7,86.76,158.44
2021.01,Vietnam,8,85.92,153.86
2021.01,Bangladesh,9,84.91,151.78
2021.01,Egypt,10,84.35,150.23
2021.01,Nepal,11,84.26,149.91
2021.01,Peru,12,82.69,147.24
2021.01,China,13,81.47,148.51
2021.01,North Macedonia,14,80.03,145.67
2021.01,India,15,79.62,140.77
2021.01,Chile,16,78.96,141.8
2021.01,Laos,17,78.76,140.15
2021.01,Albania,18,78.59,138.19
2021.01,Cambodia,19,78.21,138.04
2021.01,Malta,20,77.76,136.51
2021.01,Ethiopia,21,77.74,136.71
2021.01,Iran,22,76.13,139.26
2021.01,Jordan,23,76.09,133.83
2021.01,Kenya,24,75.88,134.54
2021.01,Azerbaijan,25,75.44,132.3
2021.01,Thailand,26,75.39,132.55
2021.01,Venezuela,27,75.12,133.22
2021.01,Dominican Republic,28,75.08,131.43
2021.01,Zimbabwe,29,74.44,132.06
2021.01,Philippines,30,74.06,130.16
2021.01,Iraq,31,73.57,128.56
2021.01,Pakistan,32,73.36,128.07
2021.01,Bolivia,33,73.25,128.22
2021.01,Syria,34,72.62,126.27
2021.01,Kazakhstan,35,72.62,131.26
2021.01,Guatemala,36,72.49,126.52
2021.01,Bahrain,37,71.57,129.59
2021.01,Tunisia,38,70.85,123.78
2021.01,Morocco,39,70.38,122.72
2021.01,Georgia,40,69.7,125.1
2021.01,Trinidad And Tobago,41,67.44,116.7
2021.01,Hong Kong,42,67.3,119.74
2021.01,Indonesia,43,67.08,115.84
2021.01,Kuwait,44,66.72,117.62
2021.01,Jamaica,45,66.27,115.38
2021.01,Turkey,46,66.15,114.95
2021.01,Algeria,47,65.32,114.14
2021.01,Bulgaria,48,64.48,116.44
2021.01,Tanzania,49,64.38,112.88
2021.01,Ukraine,50,64.31,111.16
2021.01,Saudi Arabia,51,64.13,112.34
2021.01,Taiwan,52,62.92,109.55
2021.01,Colombia,53,62.88,112.28
2021.01,Malaysia,54,62.58,107.06
2021.01,Russia,55,62.32,107.22
2021.01,South Korea,56,61.85,113.14
2021.01,Mexico,57,61.24,104.53
2021.01,Serbia,58,61.2,106.61
2021.01,Bosnia And Herzegovina,59,60.71,107.5
2021.01,Armenia,60,60.23,108.35
2021.01,Qatar,61,60.18,105.59
2021.01,Sri Lanka,62,59.92,102.78
2021.01,Panama,63,59.77,104.48
2021.01,Israel,64,58.42,103.85
2021.01,Romania,65,58.42,99.76
2021.01,Ecuador,66,58.34,99.85
2021.01,Libya,67,57.78,99.92
2021.01,South Africa,68,56.96,97.23
2021.01,Cyprus,69,56.77,96.28
2021.01,Mauritius,70,56.19,96
2021.01,Brazil,71,54.53,93.05
2021.01,Poland,72,54.33,96.05
2021.01,Italy,73,53.93,90.98
2021.01,Greece,74,51.95,90.54
2021.01,Argentina,75,50.73,86.57
2021.01,Puerto Rico,76,50.45,86.49
2021.01,United Arab Emirates,77,50.44,85.68
2021.01,Belgium,78,50.27,84.68
2021.01,Hungary,79,47.81,82.73
2021.01,Montenegro,80,46.91,79.52
2021.01,Uruguay,81,45.67,80.91
2021.01,Belarus,82,44.47,74.02
2021.01,Costa Rica,83,44.07,75.74
2021.01,France,84,41.79,69.72
2021.01,United Kingdom,85,40.25,66.54
2021.01,Spain,86,39.62,64.93
2021.01,Japan,87,39.4,63.75
2021.01,Slovakia,88,39.08,65.71
2021.01,United States,89,38.89,64.28
2021.01,Oman,90,37.59,60.48
2021.01,Czech Republic,91,36.3,60.53
2021.01,Latvia,92,33.91,55.28
2021.01,Ireland,93,33.59,56.08
2021.01,Singapore,94,33.16,56.27
2021.01,Croatia,95,30.58,50.49
2021.01,Portugal,96,29.57,47.53
2021.01,Canada,97,28.13,45.93
2021.01,Germany,98,27.48,44.33
2021.01,Lithuania,99,27.01,43.6
2021.01,Netherlands,100,25.28,41.11
2021.01,New Zealand,101,23.81,40.63
2021.01,Australia,102,23.48,37.32
2021.01,Luxembourg,103,23.27,35.02
2021.01,Slovenia,104,22.65,39.63
2021.01,Denmark,105,20.4,31.58
2021.01,Switzerland,106,20.09,32.19
2021.01,Austria,107,19.2,31.28
2021.01,Estonia,108,19.01,31.21
2021.01,Sweden,109,18.44,28.69
2021.01,Norway,110,18.14,29.19
2021.01,Iceland,111,16.24,27.97
2021.01,Finland,112,11.86,20.22
2021.06,Mongolia,1,91.84,168.56
2021.06,Cameroon,2,90.12,162.4
2021.06,Myanmar,3,89.77,162.09
2021.06,Afghanistan,4,89.62,160.84
2021.06,Lebanon,5,89.08,159.22
2021.06,Ghana,6,88.98,159.57
2021.06,Nigeria,7,87.7,156.76
2021.06,Monaco,8,86.47,157.58
2021.06,Vietnam,9,85.54,153.11
2021.06,Bangladesh,10,84.94,151.81
2021.06,Nepal,11,84.12,149.64
2021.06,Egypt,12,83.92,149.39
2021.06,Peru,13,82.31,146.52
2021.06,China,14,81.17,147.94
2021.06,Malta,15,80.29,141.45
2021.06,India,16,79.89,141.28
2021.06,North Macedonia,17,79.75,145.22
2021.06,Albania,18,78.87,138.76
2021.06,Laos,19,78.76,140.15
2021.06,Chile,20,78.63,141.14
2021.06,Cambodia,21,78.27,138.16
2021.06,Ethiopia,22,77.74,136.71
2021.06,Jordan,23,76.38,134.38
2021.06,Zimbabwe,24,76.01,135.05
2021.06,Kenya,25,75.92,134.59
2021.06,Iran,26,75.7,138.44
2021.06,Dominican Republic,27,75.64,132.48
2021.06,Thailand,28,75.35,132.48
2021.06,Venezuela,29,75.26,133.53
2021.06,Azerbaijan,30,74.3,130.06
2021.06,Iraq,31,73.72,128.78
2021.06,Philippines,32,73.69,129.45
2021.06,Syria,33,73.58,128.16
2021.06,Pakistan,34,73.41,128.13
2021.06,Bolivia,35,73.21,128.04
2021.06,Kazakhstan,36,73.17,132.34
2021.06,Guatemala,37,72.74,126.92
2021.06,Bahrain,38,71.5,129.52
2021.06,Tunisia,39,71.31,124.61
2021.06,Georgia,40,70.02,125.75
2021.06,Morocco,41,69.42,120.88
2021.06,Hong Kong,42,67.38,119.94
2021.06,Indonesia,43,67.15,115.97
2021.06,Trinidad And Tobago,44,66.66,115.15
2021.06,Kuwait,45,66.15,116.32
2021.06,Turkey,46,65.79,114.2
2021.06,Jamaica,47,65.77,114.45
2021.06,Algeria,48,65.26,114.2
2021.06,Bulgaria,49,64.54,116.58
2021.06,Moldova,50,64.44,112.5
2021.06,Tanzania,51,64.38,112.88
2021.06,Saudi Arabia,52,63.91,112.06
2021.06,Ukraine,53,63.59,109.77
2021.06,Taiwan,54,62.98,109.6
2021.06,Colombia,55,62.89,112.33
2021.06,Malaysia,56,62.63,107.17
2021.06,Russia,57,62.63,107.84
2021.06,South Korea,58,62.42,114.2
2021.06,Serbia,59,61.66,107.58
2021.06,Bosnia And Herzegovina,60,61.04,108.15
2021.06,Armenia,61,60.51,108.95
2021.06,Qatar,62,60.19,105.78
2021.06,Sri Lanka,63,59.97,102.93
2021.06,Mexico,64,59.9,101.92
2021.06,Panama,65,59.36,103.76
2021.06,Romania,66,58.65,100.22
2021.06,Ecuador,67,58.36,99.85
2021.06,Israel,68,58.13,103.28
2021.06,Libya,69,57.5,99.7
2021.06,Poland,70,57.34,101.22
2021.06,South Africa,71,56.45,96.26
2021.06,Cyprus,72,55.06,92.94
2021.06,Mauritius,73,54.47,92.65
2021.06,Brazil,74,54.4,92.78
2021.06,Italy,75,54.06,91.3
2021.06,Fiji,76,52.42,90.24
2021.06,Greece,77,52.1,90.87
2021.06,Argentina,78,51.01,87.1
2021.06,Puerto Rico,79,50.24,85.7
2021.06,Belgium,80,50.09,84.3
2021.06,United Arab Emirates,81,49.93,84.72
2021.06,Hungary,82,48.12,83.31
2021.06,Montenegro,83,46.91,79.52
2021.06,Uruguay,84,45.39,80.81
2021.06,Belarus,85,44.79,74.45
2021.06,Costa Rica,86,44.07,75.74
2021.06,France,87,42.17,70.36
2021.06,United Kingdom,88,40.1,66.29
2021.06,Spain,89,39.73,65.14
2021.06,Slovakia,90,39.5,66.39
2021.06,United States,91,39.26,64.89
2021.06,Japan,92,39.1,63.23
2021.06,Oman,93,37.21,59.77
2021.06,Czech Republic,94,36.31,60.39
2021.06,Ireland,95,33.86,56.46
2021.06,Latvia,96,33.23,54.04
2021.06,Singapore,97,33.14,56.31
2021.06,Croatia,98,30.84,50.99
2021.06,Portugal,99,30.19,48.54
2021.06,Canada,100,28.54,46.57
2021.06,Germany,101,27.81,44.93
2021.06,Lithuania,102,26.67,42.99
2021.06,Netherlands,103,25.39,41.31
2021.06,New Zealand,104,23.72,40.5
2021.06,Australia,105,23.69,37.66
2021.06,Luxembourg,106,23.27,35.02
2021.06,Slovenia,107,22.65,39.47
2021.06,Denmark,108,21.29,32.93
2021.06,Austria,109,20.42,33.12
2021.06,Switzerland,110,19.86,31.78
2021.06,Estonia,111,19.72,32.23
2021.06,Sweden,112,18.46,28.84
2021.06,Norway,113,18.09,29.12
2021.06,Iceland,114,15.97,27.5
2021.06,Finland,115,11.99,20.36
2022.01,Cameroon,1,93.08,168.39
2022.01,Mongolia,2,92.04,168.85
2022.01,Myanmar,3,89.61,161.77
2022.01,Lebanon,4,89.27,159.59
2022.01,Ghana,5,88.98,159.57
2022.01,Nigeria,6,88.32,157.95
2022.01,Afghanistan,7,86.83,155.12
2022.01,Vietnam,8,85.52,153.1
2022.01,Monaco,9,85.25,155.01
2022.01,Bangladesh,10,84.99,151.87
2022.01,Nepal,11,83.98,149.38
2022.01,Egypt,12,83.64,148.77
2022.01,Peru,13,82.88,147.65
2022.01,Malta,14,81.02,142.92
2022.01,China,15,80.57,146.69
2022.01,North Macedonia,16,79.69,145.1
2022.01,Albania,17,79.07,139.15
2022.01,Chile,18,78.54,141.02
2022.01,Cambodia,19,78.31,138.23
2022.01,Laos,20,78.19,138.95
2022.01,Ethiopia,21,77.74,136.71
2022.01,Jordan,22,76.26,134.15
2022.01,Thailand,23,75.52,132.83
2022.01,Iran,24,75.4,137.91
2022.01,Venezuela,25,75.38,133.78
2022.01,Bolivia,26,74.64,130.92
2022.01,Zimbabwe,27,74.55,132.12
2022.01,Dominican Republic,28,74.44,130.12
2022.01,Azerbaijan,29,74.3,130.01
2022.01,Iraq,30,74.26,129.84
2022.01,Syria,31,73.76,128.55
2022.01,Pakistan,32,73.67,128.64
2022.01,Kazakhstan,33,73.4,132.97
2022.01,Philippines,34,73.36,128.84
2022.01,India,35,73.05,127.49
2022.01,Guatemala,36,72.82,126.97
2022.01,Tunisia,37,70.84,123.66
2022.01,Bahrain,38,70.69,127.88
2022.01,Morocco,39,69.34,120.68
2022.01,Kenya,40,69.34,121.29
2022.01,Georgia,41,69.28,124.54
2022.01,Hong Kong,42,67.57,120.26
2022.01,Indonesia,43,67.17,116.01
2022.01,Trinidad And Tobago,44,66.66,115.15
2022.01,Kuwait,45,66.15,116.32
2022.01,Jamaica,46,65.94,114.78
2022.01,Turkey,47,65.49,113.59
2022.01,Algeria,48,65,113.73
2022.01,Taiwan,49,64.68,112.68
2022.01,Moldova,50,64.65,112.77
2022.01,Bulgaria,51,64.28,116.08
2022.01,Saudi Arabia,52,63.8,111.86
2022.01,Tanzania,53,63.4,111.16
2022.01,Colombia,54,62.98,111.45
2022.01,Ukraine,55,62.91,108.43
2022.01,Serbia,56,62.9,110
2022.01,South Korea,57,62.42,114.06
2022.01,Malaysia,58,62.11,106.16
2022.01,Russia,59,61.8,106.19
2022.01,Bosnia And Herzegovina,60,60.92,107.94
2022.01,Sri Lanka,61,60.18,103.32
2022.01,Armenia,62,59.98,107.98
2022.01,Qatar,63,59.9,105.59
2022.01,Panama,64,58.72,102.56
2022.01,Romania,65,58.64,100.19
2022.01,Mexico,66,58.46,99.12
2022.01,Ecuador,67,58.22,99.5
2022.01,Israel,68,57.72,102.36
2022.01,Libya,69,56.94,99.1
2022.01,Cyprus,70,56.85,96.33
2022.01,South Africa,71,56.57,96.45
2022.01,Mauritius,72,55.24,93.99
2022.01,Poland,73,54.74,96.94
2022.01,Italy,74,54.14,91.47
2022.01,Brazil,75,53.84,91.7
2022.01,Fiji,76,52.42,90.24
2022.01,Greece,77,51.94,90.6
2022.01,Argentina,78,51.19,87.47
2022.01,Belgium,79,50.11,84.39
2022.01,Puerto Rico,80,50.03,85.27
2022.01,United Arab Emirates,81,49.71,84.34
2022.01,Hungary,82,47.89,82.84
2022.01,Montenegro,83,46.97,79.91
2022.01,Uruguay,84,45.19,80.36
2022.01,Belarus,85,44.79,74.41
2022.01,Costa Rica,86,44.66,76.54
2022.01,France,87,42.44,70.73
2022.01,United Kingdom,88,40.2,66.47
2022.01,Spain,89,39.66,65.02
2022.01,Slovakia,90,39.08,65.68
2022.01,Japan,91,38.82,62.78
2022.01,Oman,92,37.21,59.77
2022.01,Czech Republic,93,35.86,59.61
2022.01,United States,94,35.33,58.41
2022.01,Ireland,95,34.81,57.87
2022.01,Singapore,96,33.31,56.54
2022.01,Latvia,97,32.72,53.07
2022.01,Croatia,98,31.19,51.45
2022.01,Portugal,99,30.48,49.02
2022.01,Canada,100,28.76,46.91
2022.01,Germany,101,27.75,44.85
2022.01,Lithuania,102,26.74,43.24
2022.01,Netherlands,103,25.07,40.7
2022.01,Luxembourg,104,23.92,36.34
2022.01,Australia,105,23.85,37.9
2022.01,New Zealand,106,23.62,40.16
2022.01,Slovenia,107,22.88,40.04
2022.01,Austria,108,21.73,35.04
2022.01,Denmark,109,20.97,32.45
2022.01,Estonia,110,19.75,32.09
2022.01,Switzerland,111,19.59,31.34
2022.01,Sweden,112,18.32,28.56
2022.01,Norway,113,17.95,28.79
2022.01,Iceland,114,15.83,27.21
2022.01,Finland,115,12.09,20.48
2022.06,Cameroon,1,93.49,169.36
2022.06,Mongolia,2,92.41,169.46
2022.06,Myanmar,3,89.77,162.15
2022.06,Lebanon,4,89.5,160.06
2022.06,Ghana,5,88.27,158.08
